C_Zh,mass,CaPhi,BR_mu,acceptance,cross_section_pb,BR_h_to_Za,N_signal
0.0012033778407775893,1.0,2e-05,0.1,0.0001,7.720005762484978e-05,1.4136615569465259e-06,0.0009264006914981974
0.0012033778407775893,1.0,2.51e-05,0.1,0.00016666666666666666,7.720005762484978e-05,1.4136615569465259e-06,0.0015440011524969956
0.0012033778407775893,1.0,3.16e-05,0.1,0.0002666666666666667,7.720005762484978e-05,1.4136615569465259e-06,0.0024704018439951933
0.0012033778407775893,1.0,3.98e-05,0.1,0.0003,7.720005762484978e-05,1.4136615569465259e-06,0.002779202074494592
0.0012033778407775893,1.0,5.01e-05,0.1,0.0005666666666666667,7.720005762484978e-05,1.4136615569465259e-06,0.005249603918489786
0.0012033778407775893,1.0,6.31e-05,0.1,0.0009333333333333333,7.720005762484978e-05,1.4136615569465259e-06,0.008646406453983176
0.0012033778407775893,1.0,7.94e-05,0.1,0.0018,7.720005762484978e-05,1.4136615569465259e-06,0.01667521244696755
0.0012033778407775893,1.0,0.0001,0.1,0.0026666666666666666,7.720005762484978e-05,1.4136615569465259e-06,0.02470401843995193
0.0012033778407775893,1.0,0.000126,0.1,0.0038666666666666667,7.720005762484978e-05,1.4136615569465259e-06,0.0358208267379303
0.0012033778407775893,1.0,0.000158,0.1,0.005,7.720005762484978e-05,1.4136615569465259e-06,0.04632003457490987
0.0012033778407775893,1.0,0.0002,0.1,0.006533333333333334,7.720005762484978e-05,1.4136615569465259e-06,0.06052484517788224
0.0012033778407775893,1.0,0.000251,0.1,0.007533333333333334,7.720005762484978e-05,1.4136615569465259e-06,0.06978885209286421
0.0012033778407775893,1.0,0.000316,0.1,0.008166666666666666,7.720005762484978e-05,1.4136615569465259e-06,0.07565605647235278
0.0012033778407775893,1.0,0.000398,0.1,0.0066,7.720005762484978e-05,1.4136615569465259e-06,0.06114244563888103
0.0012033778407775893,1.0,0.000501,0.1,0.004733333333333333,7.720005762484978e-05,1.4136615569465259e-06,0.04384963273091468
0.0012033778407775893,1.0,0.000631,0.1,0.0025,7.720005762484978e-05,1.4136615569465259e-06,0.023160017287454936
0.0012033778407775893,1.0,0.000794,0.1,0.0006666666666666666,7.720005762484978e-05,1.4136615569465259e-06,0.0061760046099879826
0.0012033778407775893,1.0,0.001,0.1,0.0002,7.720005762484978e-05,1.4136615569465259e-06,0.0018528013829963949
0.0012033778407775893,1.0,0.00126,0.1,3.3333333333333335e-05,7.720005762484978e-05,1.4136615569465259e-06,0.00030880023049939916
0.0012033778407775893,1.0,0.00158,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012033778407775893,1.0,0.002,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012033778407775893,1.0,0.00251,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012033778407775893,1.0,0.00316,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012033778407775893,1.0,0.00398,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012033778407775893,1.0,0.00501,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012033778407775893,1.0,0.00631,0.1,0.0,7.720005762484978e-05,1.4136615569465259e-06,0.0
0.0012603829296797275,1.0,1e-06,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.0012603829296797275,1.0,1.26e-06,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.0012603829296797275,1.0,1.58e-06,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.0012603829296797275,1.0,2e-06,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.0012603829296797275,1.0,2.51e-06,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.0012603829296797275,1.0,3.16e-06,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.0012603829296797275,1.0,3.98e-06,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.0012603829296797275,1.0,1.58e-05,0.1,0.0001,8.468735519986606e-05,1.5507664383787962e-06,0.001016248262398393
0.0012603829296797275,1.0,2e-05,0.1,0.0001,8.468735519986606e-05,1.5507664383787962e-06,0.001016248262398393
0.0012603829296797275,1.0,2.51e-05,0.1,0.00016666666666666666,8.468735519986606e-05,1.5507664383787962e-06,0.0016937471039973212
0.0012603829296797275,1.0,3.16e-05,0.1,0.0002666666666666667,8.468735519986606e-05,1.5507664383787962e-06,0.0027099953663957143
0.0012603829296797275,1.0,3.98e-05,0.1,0.0003,8.468735519986606e-05,1.5507664383787962e-06,0.0030487447871951783
0.0012603829296797275,1.0,5.01e-05,0.1,0.0005666666666666667,8.468735519986606e-05,1.5507664383787962e-06,0.0057587401535908935
0.0012603829296797275,1.0,6.31e-05,0.1,0.0009333333333333333,8.468735519986606e-05,1.5507664383787962e-06,0.009484983782385
0.0012603829296797275,1.0,7.94e-05,0.1,0.0018,8.468735519986606e-05,1.5507664383787962e-06,0.01829246872317107
0.0012603829296797275,1.0,0.0001,0.1,0.0026666666666666666,8.468735519986606e-05,1.5507664383787962e-06,0.02709995366395714
0.0012603829296797275,1.0,0.000126,0.1,0.0038666666666666667,8.468735519986606e-05,1.5507664383787962e-06,0.039294932812737854
0.0012603829296797275,1.0,0.000158,0.1,0.005,8.468735519986606e-05,1.5507664383787962e-06,0.050812413119919644
0.0012603829296797275,1.0,0.0002,0.1,0.006533333333333334,8.468735519986606e-05,1.5507664383787962e-06,0.066394886476695
0.0012603829296797275,1.0,0.000251,0.1,0.007533333333333334,8.468735519986606e-05,1.5507664383787962e-06,0.07655736910067894
