mass,CaPhi,acceptance,cross_section_pb,BR_h_to_Za,Gamma_total_alp_GeV,N_signal
10.0,0.0158,0.0,3.4449369835835174e-06,6.308253037142497e-08,3.0079749550301666e-09,0.0
10.0,0.02,0.0,5.519847544773113e-06,1.010775964983174e-07,4.81970029647519e-09,0.0
10.0,0.0251,0.0,8.69389737389831e-06,1.5919973217173247e-07,7.591148459455838e-09,0.0
10.0,0.0316,0.0,1.3779745326550457e-05,2.523300737328412e-07,1.2031899820120666e-08,0.0
10.0,0.0398,0.0,2.185914172180532e-05,4.002772701301103e-07,1.9086495144071396e-08,0.0
10.0,0.0501,0.0,3.4637162871560186e-05,6.342641067855739e-07,3.024373985288923e-08,0.0
10.0,0.0631,0.0,5.494465072913117e-05,1.0061280118866722e-06,4.797541724362144e-08,0.0
10.0,0.0794,0.0,8.6997635368265e-05,1.5930715137935358e-06,7.596281440271581e-08,0.0
10.0,0.1,0.0,0.0001379958538603862,2.5269337824644975e-06,1.2049250741187975e-07,0.0
10.0,0.126,0.0,0.00021908189229019576,4.011754116282654e-06,1.912939047671003e-07,0.0
10.0,0.158,0.0,0.0003444915469499028,6.308213641272712e-06,3.0079749550301656e-07,0.0
10.0,0.2,0.0,0.0005519792309966467,1.010765850570677e-05,4.81970029647519e-07,0.0
10.0,0.251,0.0,0.0008693760353510642,1.591972231003597e-05,7.591148459455835e-07,0.0
10.0,0.316,0.0,0.0013779401107778002,2.5232377051415496e-05,1.2031899820120663e-06,0.0
10.0,0.398,0.0,0.0021858275534090126,4.0026140879124934e-05,1.90864951440714e-06,0.0
10.0,0.501,0.0,0.003463498806631302,6.34224282481469e-05,3.024373985288922e-06,0.0
10.0,0.631,0.0,0.005493917842034166,0.00010060278048039126,4.797541724362143e-06,0.0
10.0,0.794,0.0,0.008698391677986693,0.0001592820303604961,7.5962814402715825e-06,0.0
10.0,1.0,0.0,0.013796134056234421,0.0002526301786528918,1.2049250741187976e-05,0.0
17.8,3.16e-08,8.207877473856623e-06,9.659509949764433e-18,1.7688170572723738e-19,4.540414443087337e-20,9.514088895019849e-17
17.8,3.98e-08,9.262877291518763e-05,1.532311542703979e-17,2.8059174925910617e-19,7.20256979493277e-20,1.7032336550933723e-15
17.8,5.01e-08,3.493416817412072e-05,2.4280430388768052e-17,4.446150959305631e-19,1.1412920261470166e-19,1.0178599662495053e-15
17.8,6.31e-08,0.00010732625928016675,3.851586425560965e-17,7.052895853435205e-19,1.8104229641424627e-19,4.960516360196722e-15
17.8,7.94e-08,0.00015939671348306748,6.098484632560576e-17,1.1167340473467453e-18,2.8665685785953857e-19,1.1664940891885778e-14
17.8,1e-07,0.0004339326856080433,9.67343970293666e-17,1.7713678269431716e-18,4.546962068465928e-19,5.0371460032353325e-14
17.8,1.26e-07,0.0006924026110435851,1.5357552872382248e-16,2.8122235620549805e-18,7.218756979896506e-19,1.2760331649692857e-13
17.8,1.58e-07,0.0008327011060287172,2.4148774874411087e-16,4.422042643180935e-18,1.1351036107718345e-18,2.413045385659273e-13
17.8,2e-07,0.001079844567728474,3.869375881174664e-16,7.085471307772686e-18,1.8187848273863712e-18,5.013989430943246e-13
17.8,2.51e-07,0.0018808536786776141,6.094363747247129e-16,1.1159794446524683e-17,2.86463157275422e-18,1.3755127767851103e-12
17.8,3.16e-07,0.0025324265179936406,9.659509949764435e-16,1.768817057272374e-17,4.540414443087338e-18,2.9354398977128252e-12
17.8,3.98e-07,0.0038218336246541008,1.5323115427039787e-15,2.8059174925910616e-17,7.20256979493277e-18,7.027487732821997e-12
17.8,5.01e-07,0.004707647598216531,2.4280430388768058e-15,4.4461509593056326e-17,1.1412920261470167e-17,1.3716445176401715e-11
17.8,6.31e-07,0.0058641573972475864,3.851586425560965e-15,7.052895853435204e-17,1.8104229641424622e-17,2.7103570834310068e-11
17.8,7.94e-07,0.004691129575012093,6.098484632560578e-15,1.1167340473467457e-16,2.8665685785953866e-17,3.433053794707402e-11
17.8,1e-06,0.004102978823235449,9.673439702936661e-15,1.771367826943172e-16,4.5469620684659285e-17,4.7627901898792964e-11
17.8,1.26e-06,0.002197935086889643,1.5357552872382244e-14,2.8122235620549797e-16,7.218756979896509e-17,4.0505885168366106e-11
17.8,1.58e-06,0.0010298304724672854,2.4148774874411065e-14,4.4220426431809314e-16,1.135103610771834e-16,2.9842973086105024e-11
17.8,2e-06,0.00016058987592894162,3.8693758811746633e-14,7.085471307772685e-16,1.8187848273863714e-16,7.45659111216334e-12
17.8,2.51e-06,6.736123456775444e-05,6.094363747247121e-14,1.1159794446524669e-15,2.8646315727542195e-16,4.926286391034388e-12
17.8,3.16e-06,2.9234435477850942e-05,9.659509949764415e-14,1.7688170572723704e-15,4.540414443087336e-16,3.388683844488564e-12
17.8,3.98e-06,0.0,1.5323115427039744e-13,2.8059174925910536e-15,7.202569794932769e-16,0.0
17.8,5.01e-06,0.0,2.4280430388767945e-13,4.446150959305612e-15,1.1412920261470169e-15,0.0
17.8,6.31e-06,0.0,3.851586425560936e-13,7.0528958534351515e-15,1.8104229641424622e-15,0.0
17.8,7.94e-06,0.0,6.09848463256051e-13,1.1167340473467333e-14,2.8665685785953864e-15,0.0
17.8,1e-05,0.0,9.673439702936493e-13,1.771367826943141e-14,4.546962068465929e-15,0.0
17.8,1.26e-05,0.0,1.5357552872381816e-12,2.8122235620549015e-14,7.21875697989651e-15,0.0
17.8,1.58e-05,0.0,2.414877487441003e-12,4.4220426431807413e-14,1.1351036107718344e-14,0.0
17.8,2e-05,0.0,3.869375881174392e-12,7.085471307772188e-14,1.8187848273863715e-14,0.0
17.8,2.51e-05,0.0,6.094363747246446e-12,1.1159794446523432e-13,2.8646315727542195e-14,0.0
17.8,3.16e-05,0.0,9.659509949762727e-12,1.7688170572720615e-13,4.540414443087338e-14,0.0
17.8,3.98e-05,0.0,1.532311542703549e-11,2.805917492590275e-13,7.202569794932772e-14,0.0
17.8,5.01e-05,0.0,2.428043038875725e-11,4.446150959303653e-13,1.1412920261470162e-13,0.0
17.8,6.31e-05,0.0,3.8515864255582476e-11,7.052895853430228e-13,1.8104229641424623e-13,0.0
17.8,7.94e-05,0.0,6.098484632553769e-11,1.1167340473454988e-12,2.8665685785953864e-13,0.0
17.8,0.0001,0.0,9.673439702919526e-11,1.771367826940034e-12,4.546962068465929e-13,0.0
17.8,0.000126,0.0,1.535755287233906e-10,2.8122235620470717e-12,7.218756979896505e-13,0.0
17.8,0.000158,0.0,2.41487748743043e-10,4.42204264316138e-12,1.1351036107718345e-12,0.0
17.8,0.0002,0.0,3.8693758811472477e-10,7.085471307722483e-12,1.8187848273863716e-12,0.0
17.8,0.000251,0.0,6.094363747179112e-10,1.1159794446400134e-11,2.8646315727542177e-12,0.0
17.8,0.000316,0.0,9.659509949593575e-10,1.7688170572410867e-11,4.540414443087338e-12,0.0
17.8,0.000398,0.0,1.532311542660984e-09,2.8059174925123314e-11,7.2025697949327695e-12,0.0
17.8,0.000501,0.0,2.428043038768851e-09,4.446150959107949e-11,1.1412920261470166e-11,0.0
17.8,0.000631,0.0,3.8515864252893184e-09,7.052895852937774e-11,1.810422964142463e-11,0.0
17.8,0.000794,0.0,6.098484631879542e-09,1.1167340472220366e-10,2.866568578595386e-11,0.0
17.8,0.001,0.0,9.673439701223143e-09,1.771367826629398e-10,4.54696206846593e-11,0.0
17.8,0.00126,0.0,1.5357552868063363e-08,2.8122235612641204e-10,7.218756979896507e-11,0.0
17.8,0.00158,0.0,2.4148774863732388e-08,4.422042641225488e-10,1.1351036107718343e-10,0.0
17.8,0.002,0.0,3.8693758784330306e-08,7.085471302752299e-10,1.818784827386372e-10,0.0
17.8,0.00251,0.0,6.094363740445944e-08,1.115979443407058e-09,2.8646315727542193e-10,0.0
17.8,0.00316,0.0,9.659509932678527e-08,1.76881705414366e-09,4.5404144430873373e-10,0.0
17.8,0.00398,0.0,1.5323115384044396e-07,2.8059174847178897e-09,7.20256979493277e-10,0.0
17.8,0.00501,0.0,2.428043028081359e-07,4.446150939537372e-09,1.1412920261470163e-09,0.0
17.8,0.00631,0.0,3.851586398396127e-07,7.0528958036918645e-09,1.8104229641424624e-09,0.0
17.8,0.00794,0.0,6.098484564456723e-07,1.1167340348757962e-08,2.866568578595385e-09,0.0
17.8,0.01,0.0,9.673439531584465e-07,1.7713677955657325e-08,4.54696206846593e-09,0.0
17.8,0.0126,0.0,1.5357552440493535e-06,2.812223482968968e-08,7.218756979896509e-09,0.0
17.8,0.0158,0.0,2.414877380654201e-06,4.422042447636332e-08,1.1351036107718345e-08,0.0
17.8,0.02,0.0,3.8693756070111655e-06,7.085470805733686e-08,1.818784827386372e-08,0.0
17.8,0.0251,0.0,6.094363067128736e-06,1.1159793201114698e-07,2.8646315727542206e-08,0.0
17.8,0.0316,0.0,9.659508241174137e-06,1.7688167444010508e-07,4.540414443087338e-08,0.0
17.8,0.0398,0.0,1.532311112750124e-05,2.8059167052739863e-07,7.202569794932769e-08,0.0
17.8,0.0501,0.0,2.428041959332696e-05,4.446148982480674e-07,1.1412920261470164e-07,0.0
17.8,0.0631,0.0,3.851583709079086e-05,7.052890879104718e-07,1.8104229641424628e-07,0.0
17.8,0.0794,0.0,6.098477822182759e-05,1.1167328002532061e-06,2.866568578595386e-07,0.0
17.8,0.1,0.0,9.673422567747153e-05,1.7713646892047524e-06,4.54696206846593e-07,0.0
17.8,0.126,0.0,0.00015357509683631664,2.8122156534758587e-06,7.218756979896509e-07,0.0
17.8,0.158,0.0,0.00024148668087971035,4.422023088806269e-06,1.1351036107718345e-06,0.0
17.8,0.2,0.0,0.00038693484650171374,7.085421104224753e-06,1.818784827386372e-06,0.0
17.8,0.251,0.0,0.0006094295736159416,1.1159669906902428e-05,2.864631572754219e-06,0.0
17.8,0.316,0.0,0.0009659339093726927,1.768785770687956e-05,4.540414443087338e-06,0.0
17.8,0.398,0.0,0.001532268548512743,2.8058387630703958e-05,7.202569794932771e-06,0.0
17.8,0.501,0.0,0.002427935089217544,4.445953285510976e-05,1.1412920261470165e-05,0.0
17.8,0.631,0.0,0.0038513147963393918,7.052398455116996e-05,1.8104229641424618e-05,0.0
17.8,0.794,0.0,0.006097803670063339,0.0001116609351778674,2.8665685785953867e-05,0.0
17.8,1.0,0.0,0.00967172648442411,0.00017710541081164826,4.546962068465929e-05,0.0
31.6,3.16e-08,6.87886245932784e-05,6.949680226945395e-19,1.2726021290872358e-20,8.948379729681282e-20,5.73670733009612e-17
31.6,3.98e-08,4.078880595931251e-05,1.1024446669895231e-18,2.0187596905136846e-20,1.4195032273478147e-19,5.3960881923257464e-17
31.6,5.01e-08,0.00025408256905292537,1.7468922114279772e-18,3.198850414627316e-20,2.2492912399152096e-19,5.326258331257998e-16
31.6,6.31e-08,0.00022580757424094637,2.7710819869019436e-18,5.074312373012165e-20,3.5680337902075286e-19,7.508775617821317e-16
31.6,7.94e-08,0.00039020827085584113,4.387646814968101e-18,8.034511655316061e-20,5.649516026339279e-19,2.05451529215381e-15
31.6,1e-07,0.0006547541395289209,6.959702198110673e-18,1.2744373188263455e-19,8.96128397861048e-19,5.468272588921792e-15
31.6,1.26e-07,0.0007283815656505928,1.1049223209720508e-17,2.0232966873687066e-19,1.4226934444442e-18,9.657660600862911e-15
31.6,1.58e-07,0.0010149582250849074,1.7374200567363488e-17,3.1815053227180897e-19,2.237094932420321e-18,2.1160905324144526e-14
31.6,2e-07,0.001609086113431063,2.7838808792442694e-17,5.097749275305382e-19,3.584513591444192e-18,5.3754048770858545e-14
31.6,2.51e-07,0.0016631441379177827,4.384681981831707e-17,8.029082552337863e-19,5.6456985193643904e-18,8.750829761660556e-14
31.6,3.16e-07,0.0017180011451446552,6.949680226945395e-17,1.2726021290872359e-18,8.948379729681285e-18,1.4327470305937628e-13
31.6,3.98e-07,0.001953035569998946,1.1024446669895232e-16,2.0187596905136847e-18,1.4195032273478146e-17,2.583736378303418e-13
31.6,5.01e-07,0.0014597275703412728,1.746892211427978e-16,3.1988504146273172e-18,2.2492912399152104e-17,3.059984068123027e-13
31.6,6.31e-07,0.0008251104393713197,2.771081986901944e-16,5.074312373012166e-18,3.568033790207528e-17,2.743738410895935e-13
31.6,7.94e-07,0.00020907352862137963,4.3876468149681017e-16,8.034511655316062e-18,5.649516026339281e-17,1.1008089623396862e-13
31.6,1e-06,5.919701610613708e-05,6.959702198110675e-16,1.274437318826346e-17,8.961283978610484e-17,4.943923237385704e-14
31.6,1.26e-06,3.186196744186262e-05,1.1049223209720508e-15,2.0232966873687067e-17,1.4226934444442004e-16,4.224599881991852e-14
31.6,1.58e-06,0.0,1.737420056736348e-15,3.1815053227180884e-17,2.2370949324203203e-16,0.0
31.6,2e-06,0.0,2.78388087924427e-15,5.097749275305384e-17,3.5845135914441935e-16,0.0
31.6,2.51e-06,0.0,4.384681981831707e-15,8.029082552337864e-17,5.645698519364391e-16,0.0
31.6,3.16e-06,0.0,6.949680226945391e-15,1.272602129087235e-16,8.948379729681281e-16,0.0
31.6,3.98e-06,0.0,1.102444666989523e-14,2.0187596905136843e-16,1.4195032273478146e-15,0.0
31.6,5.01e-06,0.0,1.746892211427977e-14,3.1988504146273154e-16,2.24929123991521e-15,0.0
31.6,6.31e-06,0.0,2.771081986901942e-14,5.074312373012162e-16,3.568033790207528e-15,0.0
31.6,7.94e-06,0.0,4.387646814968098e-14,8.034511655316056e-16,5.6495160263392794e-15,0.0
31.6,1e-05,0.0,6.959702198110668e-14,1.2744373188263445e-15,8.961283978610483e-15,0.0
31.6,1.26e-05,0.0,1.1049223209720489e-13,2.0232966873687033e-15,1.4226934444442006e-14,0.0
31.6,1.58e-05,0.0,1.7374200567363434e-13,3.1815053227180798e-15,2.2370949324203205e-14,0.0
31.6,2e-05,0.0,2.7838808792442564e-13,5.097749275305358e-15,3.584513591444193e-14,0.0
31.6,2.51e-05,0.0,4.3846819818316697e-13,8.029082552337795e-15,5.645698519364388e-14,0.0
31.6,3.16e-05,0.0,6.949680226945307e-13,1.2726021290872198e-14,8.948379729681282e-14,0.0
31.6,3.98e-05,0.0,1.1024446669895011e-12,2.0187596905136444e-14,1.4195032273478142e-13,0.0
31.6,5.01e-05,0.0,1.7468922114279213e-12,3.198850414627214e-14,2.249291239915209e-13,0.0
31.6,6.31e-05,0.0,2.771081986901805e-12,5.0743123730119116e-14,3.568033790207528e-13,0.0
31.6,7.94e-05,0.0,4.38764681496775e-12,8.034511655315418e-14,5.64951602633928e-13,0.0
31.6,0.0001,0.0,6.959702198109789e-12,1.2744373188261838e-13,8.961283978610485e-13,0.0
31.6,0.000126,0.0,1.1049223209718276e-11,2.023296687368298e-13,1.4226934444442e-12,0.0
31.6,0.000158,0.0,1.737420056735796e-11,3.181505322717077e-13,2.2370949324203203e-12,0.0
31.6,0.0002,0.0,2.7838808792428514e-11,5.097749275302786e-13,3.584513591444194e-12,0.0
31.6,0.000251,0.0,4.3846819818281857e-11,8.029082552331414e-13,5.6456985193643874e-12,0.0
31.6,0.000316,0.0,6.949680226936549e-11,1.2726021290856162e-12,8.948379729681281e-12,0.0
31.6,0.000398,0.0,1.1024446669872981e-10,2.0187596905096102e-12,1.419503227347815e-11,0.0
31.6,0.000501,0.0,1.7468922114223898e-10,3.1988504146170844e-12,2.24929123991521e-11,0.0
31.6,0.000631,0.0,2.771081986887883e-10,5.0743123729864176e-12,3.5680337902075284e-11,0.0
31.6,0.000794,0.0,4.3876468149328476e-10,8.034511655251507e-12,5.649516026339277e-11,0.0
31.6,0.001,0.0,6.95970219802198e-10,1.2744373188101044e-11,8.96128397861048e-11,0.0
31.6,0.00126,0.0,1.104922320949695e-09,2.02329668732777e-11,1.4226934444442005e-10,0.0
31.6,0.00158,0.0,1.7374200566810727e-09,3.18150532261687e-11,2.2370949324203205e-10,0.0
31.6,0.002,0.0,2.7838808791023563e-09,5.097749275045516e-11,3.584513591444192e-10,0.0
31.6,0.00251,0.0,4.3846819814796565e-09,8.0290825516932e-11,5.645698519364389e-10,0.0
31.6,0.00316,0.0,6.949680226060977e-09,1.2726021289252843e-10,8.948379729681282e-10,0.0
31.6,0.00398,0.0,1.1024446667669662e-08,2.0187596901061459e-10,1.419503227347815e-09,0.0
31.6,0.00501,0.0,1.746892210869173e-08,3.198850413604052e-10,2.2492912399152098e-09,0.0
31.6,0.00631,0.0,2.7710819854958103e-08,5.074312370437301e-10,3.5680337902075275e-09,0.0
31.6,0.00794,0.0,4.3876468114428406e-08,8.034511648860723e-10,5.649516026339278e-09,0.0
31.6,0.01,0.0,6.959702189240971e-08,1.2744373172021555e-09,8.961283978610482e-09,0.0
31.6,0.0126,0.0,1.1049223187364648e-07,2.0232966832749767e-09,1.4226934444442003e-08,0.0
31.6,0.0158,0.0,1.737420051208738e-07,3.1815053125961147e-09,2.2370949324203213e-08,0.0
31.6,0.02,0.0,2.7838808650527436e-07,5.097749249318337e-09,3.584513591444193e-08,0.0
31.6,0.0251,0.0,4.384681946626733e-07,8.029082487871696e-09,5.64569851936439e-08,0.0
31.6,0.0316,0.0,6.949680138503619e-07,1.2726021128920745e-08,8.948379729681285e-08,0.0
31.6,0.0398,0.0,1.1024446447338153e-06,2.018759649759779e-08,1.419503227347815e-07,0.0
31.6,0.0501,0.0,1.74689215554751e-06,3.198850312300879e-08,2.2492912399152092e-07,0.0
31.6,0.0631,0.0,2.7710818462885956e-06,5.07431211552572e-08,3.5680337902075283e-07,0.0
31.6,0.0794,0.0,4.387646462442135e-06,8.034511009782337e-08,5.649516026339277e-07,0.0
31.6,0.1,0.0,6.959701311140367e-06,1.2744371564073186e-07,8.961283978610486e-07,0.0
31.6,0.126,0.0,1.104922097413529e-05,2.0232962779958413e-07,1.4226934444442007e-06,0.0
31.6,0.158,0.0,1.7374195039754082e-05,3.181504310520799e-07,2.2370949324203206e-06,0.0
31.6,0.2,0.0,2.78387946009232e-05,5.097746676601941e-07,3.5845135914441943e-06,0.0
31.6,0.251,0.0,4.384678461337174e-05,8.029076105726376e-07,5.64569851936439e-06,0.0
31.6,0.316,0.0,6.949671382778795e-05,1.2726005095731177e-06,8.948379729681282e-06,0.0
31.6,0.398,0.0,0.00011024424414231617,2.0187556151312245e-06,1.4195032273478154e-05,0.0
31.6,0.501,0.0,0.00017468866233989784,3.1988401820160746e-06,2.2492912399152095e-05,0.0
31.6,0.631,0.0,0.0002771067925637683,5.074286624496764e-06,3.5680337902075275e-05,0.0
31.6,0.794,0.0,0.00043876115626518636,8.034447102457176e-06,5.64951602633928e-05,0.0
31.6,1.0,0.0,0.0006959613502198957,1.27442107712854e-05,8.961283978610485e-05,0.0
