x, y
10, 0.00006500545714119722
4.212822464002732, 0.00006500545714119722
2.691744116327791, 0.00006775403341923056
1.3910542582491066, 0.00007996093710905869
0.8088159047097142, 0.0001068505121696157
1.023855695565457, 0.00009053876644233723
0.056344678312747566, 0.0013362857381940747
0.046659718909347864, 0.0017856599267231153
0.038639415786710686, 0.0024870442292231165
0.034342825052658635, 0.0034639232843528445
0.03199771638656821, 0.005028506835423248
0.031252174036983243, 171.32194109436068
