x, y
10, 0.00006775403341923056
2.821702828680115, 0.00007061882565648373
2.336686707147973, 0.00007061882565648373
1.8899493730650505, 0.00007360486400449468
1.6024265635099566, 0.00007671704245916218
1.2363730676858593, 0.00008334186456611662
0.9100059179483214, 0.00009835714945394617
0.023551233874019927, 0.003059226039567761
0.018171293655852096, 0.004260850766561352
0.014697231318003916, 0.005693715236292587
0.012758577178394903, 0.00729976935736991
0.011075623381037255, 0.009754579610639871
0.010319340143352191, 0.014160524417603234
0.010078900950639303, 171.32194109436068
