x,y
,7.171082559323315e-07
,1.263482154139956e-06
,1.7262795450052634e-06
,2.331487724986703e-06
,3.1488757549866256e-06
1.0084273693066739,4.558247877625389e-06
0.6074993786665452,6.300287056108879e-06
0.42454499309710625,8.314611390993478e-06
0.314448370592508,1.1100536293132604e-05
0.22902066457497852,1.4992234025591415e-05
0.16494302703334793,2.0721842517084602e-05
0.1258153902930102,2.7664980851737865e-05
0.09718224878896024,3.693451317835318e-05
0.08589399501546842,4.342237549480046e-05
0.07515815472875172,5.1643394635133816e-05
0.06853029585880731,5.864562072163242e-05
0.06378554463405783,6.659726484141205e-05
0.05998290026059156,7.650636802812028e-05
0.05640846322857161,8.78897834749057e-05
0.05470242037217964,9.865956507353575e-05
0.05414533639639492,0.00011203662103822139
0.05698895243740494,0.00012576529224350016
0.05998290026059156,0.00014281768627823948
0.06444252271340954,0.00015847560136146991
0.06995021052950376,0.00017585033779572305
0.075933500658999,0.0001884792788945997
0.08328609341552999,0.0002020153634433194
0.09618649889717526,0.0002190406943132009
0.11112649933870203,0.00023477141204404653
0.1395782910939164,0.00025751706083631376
0.17751945249425105,0.00028246615531928894
0.21709015569605514,0.00030627194036498444
0.2814516315337665,0.00033208374513070204
0.35614449302374973,0.00036007121939930916
0.4348905146899331,0.0003814949650203569
0.5453253920846385,0.0004041933942365036
0.7126158684306416,0.00043322111537911204
0.9883670391355314,0.00045899717987277596
1.4180068285984657,0.00048071803372363726
4.6853741737672925,0.000509320099967995
,0.0005334218853765623
,0.0005651597587896942
,0.0005783778084236618
,0.0006199148300014346
,0.0006417892225116944
,0.0006644348916205523
,0.0006799748044317338
,0.0007039678599138091
,0.0007204323763064589
