mass,CaPhi,N_signal_h,N_signal_p,N_signal
1.78,7.94e-06,1.0624009213738304e-11,3.70388320475745e-19,1.0624009584126624e-11
1.78,1e-05,1.6852241105565384e-11,5.884630198865319e-19,1.6852241694028402e-11
1.78,1.26e-05,2.2015264874250328e-10,7.893122613418434e-18,2.201526566356259e-10
1.78,1.58e-05,4.4120277408175046e-10,1.1075518128909862e-17,4.412027851572686e-10
1.78,2e-05,7.758649475457318e-10,9.527385702600572e-18,7.758649570731176e-10
1.78,2.51e-05,1.726464302615643e-09,3.650885175965017e-17,1.7264643391244948e-09
1.78,3.16e-05,4.632077126613707e-09,1.3002141491807071e-16,4.632077256635122e-09
1.78,3.98e-05,1.0943317426463094e-08,3.98169485472773e-16,1.094331782463258e-08
1.78,5.01e-05,3.837300936359334e-08,6.822013807414197e-16,3.837301004579472e-08
1.78,6.31e-05,8.655106757497079e-08,2.195242192237684e-15,8.655106977021298e-08
1.78,7.94e-05,2.3237255911497363e-07,4.656649144650565e-15,2.3237256377162278e-07
1.78,0.0001,4.78335013492571e-07,1.0581687473594561e-14,4.783350240742586e-07
1.78,0.000126,9.897289451046114e-07,2.265081463154983e-14,9.89728967755426e-07
1.78,0.000158,1.9048480935013296e-06,4.8236929257573696e-14,1.9048481417382589e-06
1.78,0.0002,4.040616074554196e-06,1.1249933689301078e-13,4.040616187053533e-06
1.78,0.000251,7.278261392719935e-06,2.2043849409494278e-13,7.278261613158429e-06
1.78,0.000316,1.1141293384113336e-05,4.0666077074167713e-13,1.1141293790774107e-05
1.78,0.000398,1.3629848321574257e-05,6.293595093592137e-13,1.3629848950933767e-05
1.78,0.000501,1.3200396244620033e-05,9.099459766817649e-13,1.320039715456601e-05
1.78,0.000631,6.313234746248613e-06,1.0056438750892573e-12,6.313235751892488e-06
1.78,0.000794,2.8976812221252724e-06,1.0917133596761525e-12,2.897682313838632e-06
1.78,0.001,3.3734137912918295e-07,9.765987731524093e-13,3.373423557279561e-07
1.78,0.00126,0.0,5.523833785434041e-13,5.523833785434041e-13
1.78,0.00158,9.909789241231235e-12,4.2969550047669933e-13,1.0339484741707934e-11
1.78,0.002,0.0,1.7545622661653418e-13,1.7545622661653418e-13
1.78,0.00251,0.0,2.537019763523447e-16,2.537019763523447e-16
1.78,0.00316,0.0,0.0,0.0
1.78,0.00398,0.0,0.0,0.0
1.78,0.00501,0.0,0.0,0.0
1.78,0.00631,0.0,0.0,0.0
1.78,0.00794,0.0,0.0,0.0
1.78,0.01,0.0,0.0,0.0
1.78,0.0126,0.0,0.0,0.0
1.78,0.0158,0.0,0.0,0.0
1.78,0.02,0.0,0.0,0.0
1.78,0.0251,0.0,0.0,0.0
1.78,0.0316,0.0,0.0,0.0
1.78,0.0398,0.0,0.0,0.0
1.78,0.0501,0.0,0.0,0.0
1.78,0.0631,0.0,0.0,0.0
1.78,0.0794,0.0,0.0,0.0
1.78,0.1,0.0,0.0,0.0
1.78,0.126,0.0,0.0,0.0
1.78,0.158,0.0,0.0,0.0
1.78,0.2,0.0,0.0,0.0
1.78,0.251,0.0,0.0,0.0
1.78,0.316,0.0,0.0,0.0
1.78,0.398,0.0,0.0,0.0
1.78,0.501,0.0,0.0,0.0
1.78,0.631,0.0,0.0,0.0
1.78,0.794,0.0,0.0,0.0
1.78,1.0,0.0,0.0,0.0
3.16,3.16e-08,0.0,0.0,0.0
3.16,3.98e-08,0.0,0.0,0.0
3.16,5.01e-08,0.0,0.0,0.0
3.16,6.31e-08,0.0,0.0,0.0
3.16,7.94e-08,0.0,0.0,0.0
3.16,1e-07,0.0,0.0,0.0
3.16,1.26e-07,0.0,0.0,0.0
3.16,1.58e-07,0.0,2.5942960456060225e-26,2.5942960456060225e-26
3.16,2e-07,0.0,0.0,0.0
3.16,2.51e-07,2.636272956246591e-19,0.0,2.636272956246591e-19
3.16,3.16e-07,6.165821855551247e-14,7.194048944328447e-28,6.165821855551319e-14
3.16,3.98e-07,1.4162266755978973e-15,4.527635250280092e-25,1.416226676050661e-15
3.16,5.01e-07,1.5663439812969917e-13,2.246901700820649e-27,1.5663439812970142e-13
3.16,6.31e-07,9.530341049055722e-16,1.0791066669874998e-22,9.53034212816239e-16
3.16,7.94e-07,4.145725258220837e-15,3.453165066322377e-22,4.1457256035373434e-15
3.16,1e-06,1.2552663479213281e-12,1.0556560621169297e-24,1.2552663479223837e-12
3.16,1.26e-06,2.0203277400275546e-12,1.299796634518433e-21,2.0203277413273514e-12
3.16,1.58e-06,4.725840034699831e-12,7.286375353171272e-22,4.725840035428469e-12
3.16,2e-06,1.005200239928053e-11,1.1909368905237983e-20,1.0052002411189898e-11
3.16,2.51e-06,2.3928167688999232e-11,3.071929724961093e-20,2.392816771971853e-11
3.16,3.16e-06,8.120561159893803e-11,5.478152993397343e-20,8.120561165371956e-11
3.16,3.98e-06,2.3991149655767487e-10,9.501160258000285e-20,2.399114966526865e-10
3.16,5.01e-06,5.694006216116611e-10,2.5980425051115895e-19,5.694006218714654e-10
3.16,6.31e-06,1.2523460684557247e-09,5.28288717464332e-19,1.2523460689840133e-09
3.16,7.94e-06,3.2439106759149743e-09,1.477423389670106e-18,3.243910677392398e-09
3.16,1e-05,8.209914533827451e-09,3.4308413140422452e-18,8.209914537258292e-09
3.16,1.26e-05,1.79549263286005e-08,6.300836706211329e-18,1.7954926334901336e-08
3.16,1.58e-05,2.756457208272994e-08,1.233854521158091e-17,2.7564572095068485e-08
3.16,2e-05,4.7946219371612126e-08,2.756743913884188e-17,4.794621939917957e-08
3.16,2.51e-05,6.60137695844555e-08,4.2805204274553466e-17,6.60137696272607e-08
3.16,3.16e-05,7.12719772441131e-08,5.793655956630773e-17,7.127197730204966e-08
3.16,3.98e-05,3.7982174868314655e-08,7.896908669125203e-17,3.798217494728374e-08
3.16,5.01e-05,2.3626863411336335e-08,7.989014464813753e-17,2.362686349122648e-08
3.16,6.31e-05,7.516030766036415e-09,8.35497375432025e-17,7.516030849586152e-09
3.16,7.94e-05,7.785522935051619e-09,4.602262059277693e-17,7.78552298107424e-09
3.16,0.0001,0.0,2.7178819487298906e-17,2.7178819487298906e-17
3.16,0.000126,0.0,1.703577749272181e-17,1.703577749272181e-17
3.16,0.000158,0.0,1.3311378201390145e-17,1.3311378201390145e-17
3.16,0.0002,0.0,0.0,0.0
3.16,0.000251,0.0,0.0,0.0
3.16,0.000316,0.0,0.0,0.0
3.16,0.000398,0.0,0.0,0.0
3.16,0.000501,0.0,0.0,0.0
3.16,0.000631,0.0,0.0,0.0
3.16,0.000794,0.0,0.0,0.0
3.16,0.001,0.0,0.0,0.0
3.16,0.00126,0.0,0.0,0.0
3.16,0.00158,0.0,0.0,0.0
3.16,0.002,0.0,0.0,0.0
3.16,0.00251,0.0,0.0,0.0
3.16,0.00316,0.0,0.0,0.0
3.16,0.00398,0.0,0.0,0.0
3.16,0.00501,0.0,0.0,0.0
3.16,0.00631,0.0,0.0,0.0
3.16,0.00794,0.0,0.0,0.0
3.16,0.01,0.0,0.0,0.0
3.16,0.0126,0.0,0.0,0.0
3.16,0.0158,0.0,0.0,0.0
3.16,0.02,0.0,0.0,0.0
3.16,0.0251,0.0,0.0,0.0
3.16,0.0316,0.0,0.0,0.0
3.16,0.0398,0.0,0.0,0.0
3.16,0.0501,0.0,0.0,0.0
3.16,0.0631,0.0,0.0,0.0
3.16,0.0794,0.0,0.0,0.0
3.16,0.1,0.0,0.0,0.0
3.16,0.126,0.0,0.0,0.0
3.16,0.158,0.0,0.0,0.0
3.16,0.2,0.0,0.0,0.0
3.16,0.251,0.0,0.0,0.0
3.16,0.316,0.0,0.0,0.0
3.16,0.398,0.0,0.0,0.0
3.16,0.501,0.0,0.0,0.0
3.16,0.631,0.0,0.0,0.0
3.16,0.794,0.0,0.0,0.0
3.16,1.0,0.0,0.0,0.0
5.62,3.16e-08,0.0,0.0,0.0
5.62,3.98e-08,0.0,0.0,0.0
5.62,5.01e-08,0.0,0.0,0.0
5.62,6.31e-08,0.0,6.535563491171418e-28,6.535563491171418e-28
5.62,7.94e-08,1.4716024958872466e-22,0.0,1.4716024958872466e-22
5.62,1e-07,2.7339760981675367e-17,6.063897610967544e-27,2.7339760987739264e-17
5.62,1.26e-07,4.3459604676030886e-17,5.7776958503921045e-25,4.345960525380047e-17
5.62,1.58e-07,5.576940850342482e-15,1.1076753652047483e-26,5.576940850353558e-15
5.62,2e-07,2.7248922780002104e-19,3.5611641909883936e-26,2.7248926341166296e-19
5.62,2.51e-07,2.4372420395588612e-14,4.003612244333156e-24,2.4372420399592223e-14
5.62,3.16e-07,7.797800006634876e-14,2.9026575532234825e-29,7.797800006634879e-14
5.62,3.98e-07,1.321367393105341e-13,3.707446027632708e-23,1.3213673934760856e-13
5.62,5.01e-07,7.179773851711022e-13,1.0855194635454042e-22,7.179773852796541e-13
5.62,6.31e-07,1.1241553587677545e-12,2.83278657203917e-22,1.1241553590510332e-12
5.62,7.94e-07,3.448253590982092e-12,3.5122899073954788e-22,3.448253591333321e-12
5.62,1e-06,7.535958275203208e-12,1.041312848379999e-21,7.53595827624452e-12
5.62,1.26e-06,1.5192992042729914e-11,2.9814425313191146e-21,1.5192992045711358e-11
5.62,1.58e-06,4.9533894981881276e-11,7.386259438556676e-21,4.9533894989267534e-11
5.62,2e-06,1.199669129714336e-10,2.3173242897644615e-20,1.1996691299460683e-10
5.62,2.51e-06,2.72064799852127e-10,4.596014949210149e-20,2.720647998980872e-10
5.62,3.16e-06,6.458161203113885e-10,1.1632306631524482e-19,6.458161204277116e-10
5.62,3.98e-06,1.3125032158077976e-09,2.42021381193542e-19,1.312503216049819e-09
5.62,5.01e-06,2.720072457061581e-09,5.319327613646589e-19,2.7200724575935135e-09
5.62,6.31e-06,5.028421799415011e-09,9.404614683462837e-19,5.028421800355473e-09
5.62,7.94e-06,7.986338839801271e-09,1.791868771492012e-18,7.98633884159314e-09
5.62,1e-05,9.273103141805862e-09,3.2841146747347974e-18,9.273103145089977e-09
5.62,1.26e-05,8.928727570275103e-09,4.278014227020639e-18,8.928727574553118e-09
5.62,1.58e-05,5.561181969259359e-09,4.6583498155212685e-18,5.5611819739177084e-09
5.62,2e-05,1.882744275019828e-09,4.673098153417042e-18,1.8827442796929263e-09
5.62,2.51e-05,2.813262297810426e-10,4.058189128786214e-18,2.8132623383923174e-10
5.62,3.16e-05,2.1835590928308754e-10,2.751553806137047e-18,2.1835591203464134e-10
5.62,3.98e-05,0.0,2.374025452089625e-18,2.374025452089625e-18
5.62,5.01e-05,0.0,6.903798319275732e-19,6.903798319275732e-19
5.62,6.31e-05,0.0,1.4509147825706021e-19,1.4509147825706021e-19
5.62,7.94e-05,0.0,0.0,0.0
5.62,0.0001,0.0,0.0,0.0
5.62,0.000126,0.0,0.0,0.0
5.62,0.000158,0.0,0.0,0.0
5.62,0.0002,0.0,0.0,0.0
5.62,0.000251,0.0,0.0,0.0
5.62,0.000316,0.0,0.0,0.0
5.62,0.000398,0.0,0.0,0.0
5.62,0.000501,0.0,0.0,0.0
5.62,0.000631,0.0,0.0,0.0
5.62,0.000794,0.0,0.0,0.0
5.62,0.001,0.0,0.0,0.0
5.62,0.00126,0.0,0.0,0.0
5.62,0.00158,0.0,0.0,0.0
5.62,0.002,0.0,0.0,0.0
5.62,0.00251,0.0,0.0,0.0
5.62,0.00316,0.0,0.0,0.0
5.62,0.00398,0.0,0.0,0.0
5.62,0.00501,0.0,0.0,0.0
5.62,0.00631,0.0,0.0,0.0
5.62,0.00794,0.0,0.0,0.0
5.62,0.01,0.0,0.0,0.0
5.62,0.0126,0.0,0.0,0.0
5.62,0.0158,0.0,0.0,0.0
5.62,0.02,0.0,0.0,0.0
5.62,0.0251,0.0,0.0,0.0
5.62,0.0316,0.0,0.0,0.0
5.62,0.0398,0.0,0.0,0.0
5.62,0.0501,0.0,0.0,0.0
5.62,0.0631,0.0,0.0,0.0
5.62,0.0794,0.0,0.0,0.0
5.62,0.1,0.0,0.0,0.0
5.62,0.126,0.0,0.0,0.0
5.62,0.158,0.0,0.0,0.0
5.62,0.2,0.0,0.0,0.0
5.62,0.251,0.0,0.0,0.0
5.62,0.316,0.0,0.0,0.0
5.62,0.398,0.0,0.0,0.0
5.62,0.501,0.0,0.0,0.0
5.62,0.631,0.0,0.0,0.0
5.62,0.794,0.0,0.0,0.0
5.62,1.0,0.0,0.0,0.0
10.0,3.16e-08,3.550609816614283e-22,0.0,3.550609816614283e-22
10.0,3.98e-08,1.3512862066138396e-16,2.1310182393699347e-26,1.3512862068269415e-16
10.0,5.01e-08,1.0354429579109381e-15,4.079808172211846e-26,1.0354429579517362e-15
10.0,6.31e-08,2.2170112572193092e-16,2.344928373167927e-25,2.2170112595642377e-16
10.0,7.94e-08,6.083795103986394e-15,3.438656690574724e-25,6.08379510433026e-15
10.0,1e-07,8.611448586035501e-15,4.839659629553621e-25,8.611448586519467e-15
10.0,1.26e-07,3.531183693609085e-14,1.0222288140364983e-24,3.531183693711308e-14
10.0,1.58e-07,8.760312279820289e-14,5.864069369367671e-25,8.76031227987893e-14
10.0,2e-07,3.091800467842153e-13,6.3966024130423454e-24,3.091800467906119e-13
10.0,2.51e-07,4.096261585165112e-13,1.218948311468662e-23,4.0962615852870073e-13
10.0,3.16e-07,9.613934124865954e-13,4.16349360208935e-23,9.613934125282303e-13
10.0,3.98e-07,2.644188739968481e-12,1.0801832909182294e-22,2.644188740076499e-12
10.0,5.01e-07,5.079312039174553e-12,2.215896986392233e-22,5.079312039396143e-12
10.0,6.31e-07,1.485952108643311e-11,5.127638192956992e-22,1.4859521086945874e-11
10.0,7.94e-07,3.291412147547463e-11,1.2138373767824133e-21,3.2914121476688464e-11
10.0,1e-06,7.298016828007154e-11,2.7346703983920454e-21,7.298016828280621e-11
10.0,1.26e-06,1.3923390936280886e-10,6.528201101335708e-21,1.3923390936933707e-10
10.0,1.58e-06,2.724717043640717e-10,1.2550600401060494e-20,2.724717043766223e-10
10.0,2e-06,4.3341300519951974e-10,2.5855606769416754e-20,4.3341300522537534e-10
10.0,2.51e-06,5.76172672314338e-10,4.332942907388301e-20,5.761726723576675e-10
10.0,3.16e-06,5.321025545476144e-10,5.85036149933494e-20,5.32102554606118e-10
10.0,3.98e-06,4.0540223379822046e-10,7.212480133143015e-20,4.054022338703453e-10
10.0,5.01e-06,1.7171628607072099e-10,8.475174514440546e-20,1.7171628615547272e-10
10.0,6.31e-06,8.362726027549834e-11,7.373202681177947e-20,8.362726034923036e-11
10.0,7.94e-06,1.2174226580889185e-11,5.983912759264781e-20,1.2174226640728312e-11
10.0,1e-05,0.0,3.729835446212498e-20,3.729835446212498e-20
10.0,1.26e-05,0.0,1.5211041601675887e-20,1.5211041601675887e-20
10.0,1.58e-05,0.0,8.036443196669315e-21,8.036443196669315e-21
10.0,2e-05,0.0,0.0,0.0
10.0,2.51e-05,0.0,0.0,0.0
10.0,3.16e-05,0.0,0.0,0.0
10.0,3.98e-05,0.0,0.0,0.0
10.0,5.01e-05,0.0,0.0,0.0
10.0,6.31e-05,0.0,0.0,0.0
10.0,7.94e-05,0.0,0.0,0.0
10.0,0.0001,0.0,0.0,0.0
10.0,0.000126,0.0,0.0,0.0
10.0,0.000158,0.0,0.0,0.0
10.0,0.0002,0.0,0.0,0.0
10.0,0.000251,0.0,0.0,0.0
10.0,0.000316,0.0,0.0,0.0
10.0,0.000398,0.0,0.0,0.0
10.0,0.000501,0.0,0.0,0.0
10.0,0.000631,0.0,0.0,0.0
10.0,0.000794,0.0,0.0,0.0
10.0,0.001,0.0,0.0,0.0
10.0,0.00126,0.0,0.0,0.0
10.0,0.00158,0.0,0.0,0.0
10.0,0.002,0.0,0.0,0.0
10.0,0.00251,0.0,0.0,0.0
10.0,0.00316,0.0,0.0,0.0
10.0,0.00398,0.0,0.0,0.0
10.0,0.00501,0.0,0.0,0.0
10.0,0.00631,0.0,0.0,0.0
10.0,0.00794,0.0,0.0,0.0
10.0,0.01,0.0,0.0,0.0
10.0,0.0126,0.0,0.0,0.0
10.0,0.0158,0.0,0.0,0.0
10.0,0.02,0.0,0.0,0.0
10.0,0.0251,0.0,0.0,0.0
10.0,0.0316,0.0,0.0,0.0
10.0,0.0398,0.0,0.0,0.0
10.0,0.0501,0.0,0.0,0.0
10.0,0.0631,0.0,0.0,0.0
10.0,0.0794,0.0,0.0,0.0
10.0,0.1,0.0,0.0,0.0
10.0,0.126,0.0,0.0,0.0
10.0,0.158,0.0,0.0,0.0
10.0,0.2,0.0,0.0,0.0
10.0,0.251,0.0,0.0,0.0
10.0,0.316,0.0,0.0,0.0
10.0,0.398,0.0,0.0,0.0
10.0,0.501,0.0,0.0,0.0
10.0,0.631,0.0,0.0,0.0
10.0,0.794,0.0,0.0,0.0
10.0,1.0,0.0,0.0,0.0
17.8,3.16e-08,9.514088895019848e-17,1.848238529612888e-26,9.514088896868086e-17
17.8,3.98e-08,1.7032336550933725e-15,4.851333871393141e-27,1.7032336550982238e-15
17.8,5.01e-08,1.0178599662495053e-15,3.643817722634539e-26,1.0178599662859436e-15
17.8,6.31e-08,4.960516360196722e-15,1.4573443874590473e-25,4.960516360342456e-15
17.8,7.94e-08,1.1664940891885778e-14,3.4256512785506067e-25,1.1664940892228342e-14
17.8,1e-07,5.0371460032353325e-14,3.87719179499896e-25,5.037146003274105e-14
17.8,1.26e-07,1.2760331649692857e-13,1.5849846455238891e-24,1.2760331649851356e-13
17.8,1.58e-07,2.413045385659273e-13,5.044376629100775e-24,2.413045385709717e-13
17.8,2e-07,5.013989430943246e-13,1.046638176787898e-23,5.01398943104791e-13
17.8,2.51e-07,1.3755127767851105e-12,3.301777713792463e-23,1.3755127768181283e-12
17.8,3.16e-07,2.935439897712825e-12,7.00366937851011e-23,2.9354398977828613e-12
17.8,3.98e-07,7.027487732821997e-12,1.6690546128020602e-22,7.0274877329889026e-12
17.8,5.01e-07,1.3716445176401715e-11,4.17788617602387e-22,1.3716445176819504e-11
17.8,6.31e-07,2.7103570834310068e-11,8.58345409607799e-22,2.7103570835168413e-11
17.8,7.94e-07,3.433053794707402e-11,1.5612641461496429e-21,3.433053794863528e-11
17.8,1e-06,4.762790189879296e-11,2.6909004104371407e-21,4.762790190148386e-11
17.8,1.26e-06,4.0505885168366106e-11,4.167062634491185e-21,4.050588517253317e-11
17.8,1.58e-06,2.9842973086105024e-11,5.2329676491536334e-21,2.9842973091337995e-11
17.8,2e-06,7.45659111216334e-12,5.54564425183513e-21,7.456591117708985e-12
17.8,2.51e-06,4.926286391034388e-12,4.946547138617097e-21,4.926286395980935e-12
17.8,3.16e-06,3.388683844488564e-12,3.498160486378589e-21,3.3886838479867246e-12
17.8,3.98e-06,0.0,2.2661888096100642e-21,2.2661888096100642e-21
17.8,5.01e-06,0.0,1.0154832616946697e-21,1.0154832616946697e-21
17.8,6.31e-06,0.0,7.63079026239231e-22,7.63079026239231e-22
17.8,7.94e-06,0.0,3.6296227638122455e-22,3.6296227638122455e-22
17.8,1e-05,0.0,7.822393591770641e-28,7.822393591770641e-28
17.8,1.26e-05,0.0,0.0,0.0
17.8,1.58e-05,0.0,0.0,0.0
17.8,2e-05,0.0,0.0,0.0
17.8,2.51e-05,0.0,0.0,0.0
17.8,3.16e-05,0.0,0.0,0.0
17.8,3.98e-05,0.0,0.0,0.0
17.8,5.01e-05,0.0,0.0,0.0
17.8,6.31e-05,0.0,0.0,0.0
17.8,7.94e-05,0.0,0.0,0.0
17.8,0.0001,0.0,0.0,0.0
17.8,0.000126,0.0,0.0,0.0
17.8,0.000158,0.0,0.0,0.0
17.8,0.0002,0.0,0.0,0.0
17.8,0.000251,0.0,0.0,0.0
17.8,0.000316,0.0,0.0,0.0
17.8,0.000398,0.0,0.0,0.0
17.8,0.000501,0.0,0.0,0.0
17.8,0.000631,0.0,0.0,0.0
17.8,0.000794,0.0,0.0,0.0
17.8,0.001,0.0,0.0,0.0
17.8,0.00126,0.0,0.0,0.0
17.8,0.00158,0.0,0.0,0.0
17.8,0.002,0.0,0.0,0.0
17.8,0.00251,0.0,0.0,0.0
17.8,0.00316,0.0,0.0,0.0
17.8,0.00398,0.0,0.0,0.0
17.8,0.00501,0.0,0.0,0.0
17.8,0.00631,0.0,0.0,0.0
17.8,0.00794,0.0,0.0,0.0
17.8,0.01,0.0,0.0,0.0
17.8,0.0126,0.0,0.0,0.0
17.8,0.0158,0.0,0.0,0.0
17.8,0.02,0.0,0.0,0.0
17.8,0.0251,0.0,0.0,0.0
17.8,0.0316,0.0,0.0,0.0
17.8,0.0398,0.0,0.0,0.0
17.8,0.0501,0.0,0.0,0.0
17.8,0.0631,0.0,0.0,0.0
17.8,0.0794,0.0,0.0,0.0
17.8,0.1,0.0,0.0,0.0
17.8,0.126,0.0,0.0,0.0
17.8,0.158,0.0,0.0,0.0
17.8,0.2,0.0,0.0,0.0
17.8,0.251,0.0,0.0,0.0
17.8,0.316,0.0,0.0,0.0
17.8,0.398,0.0,0.0,0.0
17.8,0.501,0.0,0.0,0.0
17.8,0.631,0.0,0.0,0.0
17.8,0.794,0.0,0.0,0.0
17.8,1.0,0.0,0.0,0.0
31.6,3.16e-08,5.73670733009612e-17,3.1731803548491024e-26,5.7367073332693e-17
31.6,3.98e-08,5.396088192325746e-17,8.239887397740732e-26,5.3960882005656333e-17
31.6,5.01e-08,5.326258331257998e-16,9.23054231635724e-26,5.326258332181052e-16
31.6,6.31e-08,7.508775617821318e-16,3.5366544887027994e-25,7.508775621357972e-16
31.6,7.94e-08,2.05451529215381e-15,9.395890837708255e-25,2.054515293093399e-15
31.6,1e-07,5.4682725889217916e-15,1.871394325246658e-24,5.468272590793186e-15
31.6,1.26e-07,9.657660600862911e-15,4.9486529496544376e-24,9.657660605811563e-15
31.6,1.58e-07,2.1160905324144526e-14,1.112345548589708e-23,2.1160905335267983e-14
31.6,2e-07,5.375404877085855e-14,2.825041222425416e-23,5.375404879910897e-14
31.6,2.51e-07,8.750829761660556e-14,6.542515940515194e-23,8.750829768203072e-14
31.6,3.16e-07,1.4327470305937628e-13,1.2900392024110454e-22,1.432747031883802e-13
31.6,3.98e-07,2.583736378303418e-13,3.0456361270102923e-22,2.583736381349054e-13
31.6,5.01e-07,3.0599840681230273e-13,5.325017111601604e-22,3.0599840734480444e-13
31.6,6.31e-07,2.743738410895935e-13,8.017915723715105e-22,2.7437384189138506e-13
31.6,7.94e-07,1.1008089623396863e-13,1.1526689351099605e-21,1.1008089738663757e-13
31.6,1e-06,4.9439232373857044e-14,1.3284570488484364e-21,4.943923370231409e-14
31.6,1.26e-06,4.224599881991852e-14,1.4703971466842104e-21,4.2246000290315666e-14
31.6,1.58e-06,0.0,1.141487157009236e-21,1.141487157009236e-21
31.6,2e-06,0.0,7.113707258427456e-22,7.113707258427456e-22
31.6,2.51e-06,0.0,4.20008436212269e-22,4.20008436212269e-22
31.6,3.16e-06,0.0,2.8045814739705373e-22,2.8045814739705373e-22
31.6,3.98e-06,0.0,5.857337270109487e-23,5.857337270109487e-23
31.6,5.01e-06,0.0,3.378703798295829e-26,3.378703798295829e-26
31.6,6.31e-06,0.0,0.0,0.0
31.6,7.94e-06,0.0,0.0,0.0
31.6,1e-05,0.0,0.0,0.0
31.6,1.26e-05,0.0,0.0,0.0
31.6,1.58e-05,0.0,0.0,0.0
31.6,2e-05,0.0,0.0,0.0
31.6,2.51e-05,0.0,0.0,0.0
31.6,3.16e-05,0.0,0.0,0.0
31.6,3.98e-05,0.0,0.0,0.0
31.6,5.01e-05,0.0,0.0,0.0
31.6,6.31e-05,0.0,0.0,0.0
31.6,7.94e-05,0.0,0.0,0.0
31.6,0.0001,0.0,0.0,0.0
31.6,0.000126,0.0,0.0,0.0
31.6,0.000158,0.0,0.0,0.0
31.6,0.0002,0.0,0.0,0.0
31.6,0.000251,0.0,0.0,0.0
31.6,0.000316,0.0,0.0,0.0
31.6,0.000398,0.0,0.0,0.0
31.6,0.000501,0.0,0.0,0.0
31.6,0.000631,0.0,0.0,0.0
31.6,0.000794,0.0,0.0,0.0
31.6,0.001,0.0,0.0,0.0
31.6,0.00126,0.0,0.0,0.0
31.6,0.00158,0.0,0.0,0.0
31.6,0.002,0.0,0.0,0.0
31.6,0.00251,0.0,0.0,0.0
31.6,0.00316,0.0,0.0,0.0
31.6,0.00398,0.0,0.0,0.0
31.6,0.00501,0.0,0.0,0.0
31.6,0.00631,0.0,0.0,0.0
31.6,0.00794,0.0,0.0,0.0
31.6,0.01,0.0,0.0,0.0
31.6,0.0126,0.0,0.0,0.0
31.6,0.0158,0.0,0.0,0.0
31.6,0.02,0.0,0.0,0.0
31.6,0.0251,0.0,0.0,0.0
31.6,0.0316,0.0,0.0,0.0
31.6,0.0398,0.0,0.0,0.0
31.6,0.0501,0.0,0.0,0.0
31.6,0.0631,0.0,0.0,0.0
31.6,0.0794,0.0,0.0,0.0
31.6,0.1,0.0,0.0,0.0
31.6,0.126,0.0,0.0,0.0
31.6,0.158,0.0,0.0,0.0
31.6,0.2,0.0,0.0,0.0
31.6,0.251,0.0,0.0,0.0
31.6,0.316,0.0,0.0,0.0
31.6,0.398,0.0,0.0,0.0
31.6,0.501,0.0,0.0,0.0
31.6,0.631,0.0,0.0,0.0
31.6,0.794,0.0,0.0,0.0
31.6,1.0,0.0,0.0,0.0
