filename,filepath,scan,run,mass,CaPhi,nLLP_original,nLLP_original_weighted,nLLP_LLPdecay,nLLP_LLPdecay_weighted,nLLP_InCavern,nLLP_InCavern_weighted,nLLP_NotInATLAS,nLLP_NotInATLAS_weighted,nLLP_Geometry,nLLP_Geometry_weighted,nLLP_Tracker,nLLP_Tracker_weighted,nLLP_MET,nLLP_MET_weighted,nLLP_IsoJet,nLLP_IsoJet_weighted,nLLP_IsoCharged,nLLP_IsoCharged_weighted,nLLP_IsoAll,nLLP_IsoAll_weighted,nLLP_Final,nLLP_Final_weighted,n_surviving_llps,status
ALP_Z_sampledfs_Scan_33_Run_2.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_33_Run_2.pkl.gz,33,2,2.14,0.001,2000,1.7044025200000002e-07,2000,1.7044025200000002e-07,1943,1.6558270481800004e-07,30,2.55660378e-09,2,1.70440252e-10,2,1.70440252e-10,2,1.70440252e-10,2,1.70440252e-10,1,8.5220126e-11,1,8.5220126e-11,1,8.5220126e-11,1,success
ALP_Z_sampledfs_Scan_33_Run_3.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_33_Run_3.pkl.gz,33,3,2.19,0.001,2000,1.6681728800000002e-07,2000,1.6681728800000002e-07,1936,1.61479134784e-07,19,1.5847642360000001e-09,1,8.340864400000002e-11,1,8.340864400000002e-11,1,8.340864400000002e-11,1,8.340864400000002e-11,1,8.340864400000002e-11,1,8.340864400000002e-11,1,8.340864400000002e-11,1,success
ALP_Z_sampledfs_Scan_33_Run_4.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_33_Run_4.pkl.gz,33,4,2.24,0.001,2000,1.6711890599999998e-07,2000,1.6711890599999998e-07,1944,1.62439576632e-07,21,1.7547485129999996e-09,2,1.67118906e-10,1,8.3559453e-11,1,8.3559453e-11,1,8.3559453e-11,1,8.3559453e-11,1,8.3559453e-11,1,8.3559453e-11,1,success
ALP_Z_sampledfs_Scan_33_Run_5.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_33_Run_5.pkl.gz,33,5,2.29,0.001,2000,1.6561133600000004e-07,2000,1.6561133600000004e-07,1942,1.6080860725600004e-07,22,1.8217246960000007e-09,1,8.2805668e-11,1,8.2805668e-11,1,8.2805668e-11,1,8.2805668e-11,1,8.2805668e-11,1,8.2805668e-11,1,8.2805668e-11,1,success
ALP_Z_sampledfs_Scan_33_Run_6.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_33_Run_6.pkl.gz,33,6,2.34,0.001,2000,1.6497933600000004e-07,2000,1.6497933600000004e-07,1971,1.6258713562800003e-07,10,8.2489668e-10,1,8.2489668e-11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_33_Run_7.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_33_Run_7.pkl.gz,33,7,2.4,0.001,2000,1.6377582799999998e-07,2000,1.6377582799999998e-07,1957,1.6025464769799998e-07,11,9.00767054e-10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_33_Run_8.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_33_Run_8.pkl.gz,33,8,2.45,0.001,2000,1.6290544800000008e-07,2000,1.6290544800000008e-07,1962,1.5981024448800007e-07,15,1.2217908600000005e-09,1,8.145272400000001e-11,1,8.145272400000001e-11,1,8.145272400000001e-11,1,8.145272400000001e-11,1,8.145272400000001e-11,1,8.145272400000001e-11,1,8.145272400000001e-11,1,success
ALP_Z_sampledfs_Scan_33_Run_9.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_33_Run_9.pkl.gz,33,9,2.51,0.001,2000,1.6249900199999996e-07,2000,1.6249900199999996e-07,1973,1.6030526547299994e-07,20,1.6249900199999995e-09,2,1.62499002e-10,1,8.1249501e-11,1,8.1249501e-11,1,8.1249501e-11,1,8.1249501e-11,1,8.1249501e-11,1,8.1249501e-11,1,success
ALP_Z_sampledfs_Scan_34_Run_1.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_34_Run_1.pkl.gz,34,1,2.57,0.001,2000,1.620338120000001e-07,2000,1.620338120000001e-07,2000,1.620338120000001e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_34_Run_2.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_34_Run_2.pkl.gz,34,2,2.63,0.001,2000,1.6174000000000002e-07,2000,1.6174000000000002e-07,2000,1.6174000000000002e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
