mass,CaPhi,acceptance,cross_section_pb,Gamma_total_alp_GeV,N_signal
0.562,1.26e-05,6.512422178183942e-08,1.114168e-19,1.3844784663953107e-19,8.707118872107415e-21
0.562,1.58e-05,0.0,1.750054e-19,2.177004310600437e-19,0.0
0.562,2e-05,0.0,2.809367e-19,3.4882299480859427e-19,0.0
0.562,2.51e-05,2.2318816845919824e-10,4.412399e-19,5.494049373984061e-19,1.1817543015854375e-22
0.562,3.16e-05,1.7684429793171832e-05,6.985313e-19,8.708017242401748e-19,1.4823753279819658e-17
0.562,3.98e-05,2.440954440050288e-05,1.11447e-18,1.381373941741514e-18,3.2644445937634137e-17
0.562,5.01e-05,4.2223553072733016e-05,1.736908e-18,2.1888730129987984e-18,8.800611254454548e-17
0.562,6.31e-05,7.75435150635891e-05,2.773889e-18,3.472192810899617e-18,2.5811652414746887e-16
0.562,7.94e-05,0.00020003110865201415,4.463743e-18,5.497764338878774e-18,1.0714649532332012e-15
0.562,0.0001,0.0002683590005838992,7.017875e-18,8.720574870214856e-18,2.259971905467278e-15
0.562,0.000126,0.0002621560011632288,1.109512e-17,1.3844784663953103e-17,3.490382749951396e-15
0.562,0.000158,0.0004734408965860902,1.747526e-17,2.1770043106004364e-17,9.928203314970048e-15
0.562,0.0002,0.0007079453932176851,2.804773e-17,3.4882299480859425e-17,2.3827513492456162e-14
0.562,0.000251,0.0010941533516681447,4.419796e-17,5.4940493739840596e-17,5.803121528507351e-14
0.562,0.000316,0.001292758613970277,6.98514e-17,8.708017242401746e-17,1.0836119885746008e-13
0.562,0.000398,0.002552701620839422,1.108736e-16,1.3813739417415142e-16,3.396326621139621e-13
0.562,0.000501,0.002760697071561747,1.767903e-16,2.1888730129987993e-16,5.856773561886273e-13
0.562,0.000631,0.004048142046797369,2.760689e-16,3.4721928108996175e-16,1.341079346283718e-12
0.562,0.000794,0.004727341352704803,4.449211e-16,5.497764338878772e-16,2.523952697665091e-12
0.562,0.001,0.004512870741166024,7.020405e-16,8.720574870214855e-16,3.801861637876279e-12
0.562,0.00126,0.004648824131974027,1.101444e-15,1.3844784663953104e-15,6.144503336661601e-12
0.562,0.00158,0.0046741357879339935,1.748501e-15,2.1770043106004364e-15,9.807277319206051e-12
0.562,0.002,0.003072347785969798,2.789742e-15,3.488229948085942e-15,1.0285269188552347e-11
0.562,0.00251,0.0021974564454663647,4.432737e-15,5.494049373984061e-15,1.1688895790048684e-11
0.562,0.00316,0.0013316683297584636,6.999752e-15,8.708017242401746e-15,1.1185617665476159e-11
0.562,0.00398,0.0007344839721435207,1.121783e-14,1.3813739417415143e-14,9.887179604676903e-12
0.562,0.00501,0.00018645085418195683,1.757765e-14,2.188873012998799e-14,3.932841428413768e-12
0.562,0.00631,5.7938696775518644e-05,2.81718e-14,3.472192810899616e-14,1.9586848533846674e-12
0.562,0.00794,2.45411374446409e-05,4.444811e-14,5.497764338878772e-14,1.3089686119974212e-12
0.562,0.01,0.0,7.044009e-14,8.720574870214855e-14,0.0
0.562,0.0126,0.0,1.120781e-13,1.3844784663953105e-13,0.0
0.562,0.0158,0.0,1.735643e-13,2.1770043106004373e-13,0.0
0.562,0.02,0.0,2.81864e-13,3.488229948085942e-13,0.0
0.562,0.0251,0.0,4.405161e-13,5.494049373984062e-13,0.0
0.562,0.0316,0.0,6.998425e-13,8.708017242401749e-13,0.0
0.562,0.0398,0.0,1.109344e-12,1.381373941741514e-12,0.0
0.562,0.0501,0.0,1.768403e-12,2.1888730129987987e-12,0.0
0.562,0.0631,0.0,2.788099e-12,3.4721928108996167e-12,0.0
0.562,0.0794,0.0,4.355031e-12,5.497764338878773e-12,0.0
0.562,0.1,0.0,7.069179e-12,8.720574870214857e-12,0.0
0.562,0.126,0.0,1.099851e-11,1.3844784663953106e-11,0.0
0.562,0.158,0.0,1.743805e-11,2.177004310600437e-11,0.0
0.562,0.2,0.0,2.824123e-11,3.488229948085943e-11,0.0
0.562,0.251,0.0,4.358012e-11,5.494049373984061e-11,0.0
0.562,0.316,0.0,7.028032e-11,8.708017242401748e-11,0.0
0.562,0.398,0.0,1.117611e-10,1.3813739417415144e-10,0.0
0.562,0.501,0.0,1.739087e-10,2.1888730129987987e-10,0.0
0.562,0.631,0.0,2.777445e-10,3.4721928108996164e-10,0.0
0.562,0.794,0.0,4.370972e-10,5.497764338878775e-10,0.0
0.562,1.0,0.0,7.027193e-10,8.720574870214855e-10,0.0
1.0,3.16e-08,0.0,6.140692e-25,1.6281952783298434e-24,0.0
1.0,3.98e-08,0.0,9.795093e-25,2.582845746560653e-24,0.0
1.0,5.01e-08,0.0,1.56359e-24,4.0926798896017166e-24,0.0
1.0,6.31e-08,0.0,2.462398e-24,6.492187351937679e-24,0.0
1.0,7.94e-08,0.0,3.958938e-24,1.027953171055473e-23,0.0
1.0,1e-07,0.0,6.149231e-24,1.6305432606251433e-23,0.0
1.0,1.26e-07,0.0,9.784806e-24,2.588650480568478e-23,0.0
1.0,1.58e-07,0.0,1.568699e-23,4.0704881958246095e-23,0.0
1.0,2e-07,0.0,2.476191e-23,6.522173042500573e-23,0.0
1.0,2.51e-07,0.0,3.930181e-23,1.0272585596264468e-22,0.0
1.0,3.16e-07,0.0,6.077108e-23,1.6281952783298438e-22,0.0
1.0,3.98e-07,0.0,9.878332e-23,2.5828457465606523e-22,0.0
1.0,5.01e-07,0.0,1.550051e-22,4.0926798896017186e-22,0.0
1.0,6.31e-07,0.0,2.46448e-22,6.492187351937678e-22,0.0
1.0,7.94e-07,0.0,3.907883e-22,1.0279531710554732e-21,0.0
1.0,1e-06,0.0,6.193709e-22,1.6305432606251439e-21,0.0
1.0,1.26e-06,0.0,9.8787e-22,2.588650480568478e-21,0.0
1.0,1.58e-06,0.0,1.558418e-21,4.070488195824609e-21,0.0
1.0,2e-06,0.0,2.47877e-21,6.5221730425005756e-21,0.0
1.0,2.51e-06,0.0,3.85566e-21,1.0272585596264471e-20,0.0
1.0,3.16e-06,0.0,6.118621e-21,1.6281952783298435e-20,0.0
1.0,3.98e-06,0.0,9.870098e-21,2.5828457465606527e-20,0.0
1.0,5.01e-06,0.0,1.560387e-20,4.0926798896017174e-20,0.0
1.0,6.31e-06,0.0,2.490743e-20,6.492187351937677e-20,0.0
1.0,7.94e-06,1.5867281528473626e-08,3.878909e-20,1.0279531710554731e-19,7.385728935159612e-22
1.0,1e-05,6.21945734370617e-08,6.212209e-20,1.6305432606251438e-19,4.636388266282508e-21
1.0,1.26e-05,8.875802508503117e-06,1.00042e-19,2.5886504805684784e-19,1.0655436414668026e-18
1.0,1.58e-05,8.891882186911794e-06,1.546355e-19,4.07048819582461e-19,1.6500007774970385e-18
1.0,2e-05,6.657273753017266e-05,2.479186e-19,6.522173042500575e-19,1.9805543863977437e-17
1.0,2.51e-05,7.323212364920784e-05,3.900212e-19,1.0272585596264469e-18,3.4274496893054904e-17
1.0,3.16e-05,6.669691428016658e-05,6.230859e-19,1.628195278329844e-18,4.986948823377654e-17
1.0,3.98e-05,9.335605636873287e-05,9.701607e-19,2.5828457465606526e-18,1.0868445239511522e-16
1.0,5.01e-05,0.00025086704486073177,1.562251e-18,4.092679889601717e-18,4.703007500408677e-16
1.0,6.31e-05,0.00017111685350529242,2.475255e-18,6.492187351937679e-18,5.082694166678912e-16
1.0,7.94e-05,0.0005197200927002468,3.933823e-18,1.0279531710554732e-17,2.4533842250716357e-15
1.0,0.0001,0.00046219599808616205,6.211575e-18,1.6305432606251435e-17,3.445158128174462e-15
1.0,0.000126,0.000804495876939894,9.90794e-18,2.5886504805684775e-17,9.565076254761424e-15
1.0,0.000158,0.0013597085637008244,1.523594e-17,4.070488195824609e-17,2.485972571283833e-14
1.0,0.0002,0.001990335778356893,2.496373e-17,6.522173042500574e-17,5.962344597628958e-14
1.0,0.000251,0.002994068020413392,3.858825e-17,1.0272585596264466e-16,1.3864301434646052e-13
1.0,0.000316,0.0038387888358841103,6.20628e-17,1.6281952783298436e-16,2.8589518051645005e-13
1.0,0.000398,0.00520926922192595,9.845433e-17,2.5828457465606527e-16,6.154501332412088e-13
1.0,0.000501,0.00546828280034932,1.578405e-16,4.092679889601718e-16,1.0357397896182442e-12
1.0,0.000631,0.00594850906403676,2.477181e-16,6.492187351937679e-16,1.7682640358111574e-12
1.0,0.000794,0.005431098313491879,3.891837e-16,1.0279531710554731e-15,2.5364339240502357e-12
1.0,0.001,0.004036746801766303,6.227144e-16,1.6305432606251437e-15,3.016488435136587e-12
1.0,0.00126,0.003439354339217224,9.8088e-16,2.5886504805684783e-15,4.0483126611016694e-12
1.0,0.00158,0.0016112771575007812,1.549967e-15,4.070488195824609e-15,2.9969117063760166e-12
1.0,0.002,0.0009681909295951019,2.473048e-15,6.522173042500575e-15,2.8732591704639695e-12
1.0,0.00251,0.000419626800925789,3.915889e-15,1.0272585596264467e-14,1.9718543686205844e-12
1.0,0.00316,0.00015306993050574915,6.210388e-15,1.6281952783298435e-14,1.1407483914884862e-12
1.0,0.00398,1.5867281528473626e-08,9.81307e-15,2.5828457465606528e-14,1.8684809321834245e-16
1.0,0.00501,0.0,1.552651e-14,4.092679889601717e-14,0.0
1.0,0.00631,1.5867281528473622e-08,2.47545e-14,6.492187351937677e-14,4.713439447159204e-16
1.0,0.00794,0.0,3.910349e-14,1.0279531710554731e-13,0.0
1.0,0.01,0.0,6.14631e-14,1.6305432606251435e-13,0.0
1.0,0.0126,0.0,9.838386e-14,2.5886504805684784e-13,0.0
1.0,0.0158,0.0,1.544175e-13,4.0704881958246095e-13,0.0
1.0,0.02,0.0,2.473874e-13,6.522173042500574e-13,0.0
1.0,0.0251,0.0,3.924367e-13,1.0272585596264468e-12,0.0
1.0,0.0316,0.0,6.168239e-13,1.6281952783298438e-12,0.0
1.0,0.0398,0.0,9.843906e-13,2.5828457465606533e-12,0.0
1.0,0.0501,0.0,1.57097e-12,4.092679889601717e-12,0.0
1.0,0.0631,0.0,2.4748e-12,6.492187351937678e-12,0.0
1.0,0.0794,0.0,3.896055e-12,1.0279531710554731e-11,0.0
1.0,0.1,0.0,6.16077e-12,1.6305432606251437e-11,0.0
1.0,0.126,0.0,9.820945e-12,2.5886504805684785e-11,0.0
1.0,0.158,0.0,1.565104e-11,4.070488195824609e-11,0.0
1.0,0.2,0.0,2.506397e-11,6.522173042500575e-11,0.0
1.0,0.251,0.0,3.876047e-11,1.0272585596264467e-10,0.0
1.0,0.316,0.0,6.208017e-11,1.6281952783298435e-10,0.0
1.0,0.398,0.0,1.004933e-10,2.582845746560653e-10,0.0
1.0,0.501,0.0,1.560893e-10,4.0926798896017164e-10,0.0
1.0,0.631,0.0,2.474265e-10,6.492187351937677e-10,0.0
1.0,0.794,0.0,3.900257e-10,1.0279531710554732e-09,0.0
1.0,1.0,0.0,6.230464e-10,1.6305432606251437e-09,0.0
1.78,3.16e-08,0.0,5.46214e-25,2.941068776159828e-24,0.0
1.78,3.98e-08,0.0,8.672973e-25,4.665488888187204e-24,0.0
1.78,5.01e-08,0.0,1.387883e-24,7.392757609807053e-24,0.0
1.78,6.31e-08,0.0,2.194891e-24,1.1727075839053972e-23,0.0
1.78,7.94e-08,0.0,3.483548e-24,1.8568294694030378e-23,0.0
1.78,1e-07,0.0,5.49559e-24,2.945310022592361e-23,0.0
1.78,1.26e-07,0.0,8.875809e-24,4.675974191867632e-23,0.0
1.78,1.58e-07,0.0,1.390479e-23,7.352671940399572e-23,0.0
1.78,2e-07,0.0,2.217375e-23,1.1781240090369445e-22,0.0
1.78,2.51e-07,0.0,3.430853e-23,1.8555747673334136e-22,0.0
1.78,3.16e-07,0.0,5.41552e-23,2.9410687761598286e-22,0.0
1.78,3.98e-07,0.0,8.718822e-23,4.665488888187204e-22,0.0
1.78,5.01e-07,0.0,1.382536e-22,7.3927576098070555e-22,0.0
1.78,6.31e-07,0.0,2.196813e-22,1.172707583905397e-21,0.0
1.78,7.94e-07,0.0,3.462622e-22,1.8568294694030384e-21,0.0
1.78,1e-06,0.0,5.45277e-22,2.9453100225923615e-21,0.0
1.78,1.26e-06,0.0,8.762012e-22,4.675974191867633e-21,0.0
1.78,1.58e-06,0.0,1.367047e-21,7.35267194039957e-21,0.0
1.78,2e-06,0.0,2.2027e-21,1.1781240090369446e-20,0.0
1.78,2.51e-06,0.0,3.516195e-21,1.8555747673334138e-20,0.0
1.78,3.16e-06,0.0,5.475271e-21,2.941068776159828e-20,0.0
1.78,3.98e-06,0.0,8.747757e-21,4.665488888187204e-20,0.0
1.78,5.01e-06,0.0,1.374248e-20,7.392757609807055e-20,0.0
1.78,6.31e-06,8.900827535735522e-06,2.15852e-20,1.172707583905397e-19,2.3055137102923007e-19
1.78,7.94e-06,8.900827535735522e-06,3.467733e-20,1.856829469403038e-19,3.70388320475745e-19
1.78,1e-05,8.901246136095036e-06,5.509182e-20,2.945310022592362e-19,5.884630198865319e-19
1.78,1.26e-05,7.539800619759911e-05,8.723841e-20,4.675974191867634e-19,7.893122613418433e-18
1.78,1.58e-05,6.671252978528341e-05,1.383488e-19,7.352671940399572e-19,1.1075518128909862e-17
1.78,2e-05,3.575716207415935e-05,2.220391e-19,1.1781240090369447e-18,9.527385702600571e-18
1.78,2.51e-05,8.695239526884584e-05,3.498931e-19,1.8555747673334134e-18,3.650885175965017e-17
1.78,3.16e-05,0.00019799123603366975,5.472524e-19,2.941068776159829e-18,1.3002141491807071e-16
1.78,3.98e-05,0.000381739508638456,8.691998e-19,4.665488888187204e-18,3.98169485472773e-16
1.78,5.01e-05,0.0004071614072055961,1.396255e-18,7.392757609807053e-18,6.822013807414196e-16
1.78,6.31e-05,0.0008325847315563891,2.197216e-18,1.1727075839053973e-17,2.1952421922376838e-15
1.78,7.94e-05,0.0011175533813302073,3.472354e-18,1.8568294694030383e-17,4.656649144650565e-15
1.78,0.0001,0.0015800432572528782,5.580906e-18,2.945310022592361e-17,1.058168747359456e-14
1.78,0.000126,0.0021782581831043014,8.665492e-18,4.6759741918676324e-17,2.265081463154983e-14
1.78,0.000158,0.0029265619915850947,1.373538e-17,7.352671940399571e-17,4.8236929257573696e-14
1.78,0.0002,0.0042607652520770985,2.200296e-17,1.1781240090369445e-16,1.1249933689301078e-13
1.78,0.000251,0.005341110757399654,3.439336e-17,1.8555747673334133e-16,2.2043849409494275e-13
1.78,0.000316,0.006162775071497468,5.498886e-17,2.9410687761598285e-16,4.0666077074167713e-13
1.78,0.000398,0.006095569308749867,8.604057e-17,4.665488888187205e-16,6.293595093592136e-13
1.78,0.000501,0.00544125438454662,1.393591e-16,7.392757609807054e-16,9.099459766817649e-13
1.78,0.000631,0.0037857099864948246,2.213684e-16,1.1727075839053972e-15,1.0056438750892571e-12
1.78,0.000794,0.0026413167229186263,3.444347e-16,1.8568294694030377e-15,1.0917133596761523e-12
1.78,0.001,0.0014857914482209844,5.477433e-16,2.945310022592362e-15,9.765987731524093e-13
1.78,0.00126,0.0005224791980465388,8.810293e-16,4.675974191867633e-15,5.523833785434041e-13
1.78,0.00158,0.00026006687878753177,1.376875e-15,7.35267194039957e-15,4.2969550047669933e-13
1.78,0.002,6.663518521931527e-05,2.194239e-15,1.1781240090369448e-14,1.7545622661653415e-13
1.78,0.00251,6.108059184305379e-08,3.461301e-15,1.8555747673334135e-14,2.537019763523447e-16
1.78,0.00316,0.0,5.506377e-15,2.941068776159828e-14,0.0
1.78,0.00398,0.0,8.649353e-15,4.665488888187205e-14,0.0
1.78,0.00501,0.0,1.376739e-14,7.392757609807053e-14,0.0
1.78,0.00631,0.0,2.19118e-14,1.172707583905397e-13,0.0
1.78,0.00794,0.0,3.494885e-14,1.8568294694030378e-13,0.0
1.78,0.01,0.0,5.481162e-14,2.945310022592361e-13,0.0
1.78,0.0126,0.0,8.729497e-14,4.675974191867634e-13,0.0
1.78,0.0158,0.0,1.372924e-13,7.352671940399573e-13,0.0
1.78,0.02,0.0,2.216879e-13,1.1781240090369445e-12,0.0
1.78,0.0251,0.0,3.43155e-13,1.8555747673334137e-12,0.0
1.78,0.0316,0.0,5.500362e-13,2.941068776159829e-12,0.0
1.78,0.0398,0.0,8.695451e-13,4.6654888881872044e-12,0.0
1.78,0.0501,0.0,1.388096e-12,7.392757609807054e-12,0.0
1.78,0.0631,0.0,2.187564e-12,1.1727075839053974e-11,0.0
1.78,0.0794,0.0,3.480546e-12,1.8568294694030378e-11,0.0
1.78,0.1,0.0,5.556574e-12,2.945310022592362e-11,0.0
1.78,0.126,0.0,8.799947e-12,4.6759741918676334e-11,0.0
1.78,0.158,0.0,1.377591e-11,7.352671940399571e-11,0.0
1.78,0.2,0.0,2.189101e-11,1.1781240090369448e-10,0.0
1.78,0.251,0.0,3.432306e-11,1.8555747673334136e-10,0.0
1.78,0.316,0.0,5.490839e-11,2.9410687761598285e-10,0.0
1.78,0.398,0.0,8.713045e-11,4.665488888187206e-10,0.0
1.78,0.501,0.0,1.39494e-10,7.392757609807052e-10,0.0
1.78,0.631,0.0,2.192771e-10,1.1727075839053971e-09,0.0
1.78,0.794,0.0,3.52068e-10,1.8568294694030382e-09,0.0
1.78,1.0,0.0,5.499957e-10,2.9453100225923614e-09,0.0
3.16,3.16e-08,0.0,6.831134e-27,3.6665172390642495e-22,0.0
3.16,3.98e-08,0.0,1.09006e-26,5.816285418369788e-22,0.0
3.16,5.01e-08,0.0,1.72216e-26,9.216266358780304e-22,0.0
3.16,6.31e-08,0.0,2.727164e-26,1.4619694063682314e-21,0.0
3.16,7.94e-08,0.0,4.326219e-26,2.3148378285998935e-21,0.0
3.16,1e-07,0.0,6.81503e-26,3.671804637742598e-21,0.0
3.16,1.26e-07,0.0,1.079417e-25,5.82935704288015e-21,0.0
3.16,1.58e-07,1.2714355278364686e-07,1.700372e-25,9.166293097660629e-21,2.5942960456060225e-26
3.16,2e-07,0.0,2.740521e-25,1.4687218550970393e-20,0.0
3.16,2.51e-07,0.0,4.313031e-25,2.3132736398242157e-20,0.0
3.16,3.16e-07,8.698142537632627e-10,6.892323e-25,3.6665172390642516e-20,7.194048944328447e-28
3.16,3.98e-07,3.48595086375093e-07,1.082353e-24,5.816285418369788e-20,4.527635250280092e-25
3.16,5.01e-07,1.0924769440914437e-09,1.71392e-24,9.216266358780305e-20,2.246901700820649e-27
3.16,6.31e-07,3.285910867949829e-05,2.736701e-24,1.4619694063682312e-19,1.0791066669874998e-22
3.16,7.94e-07,6.619027789545098e-05,4.347523e-24,2.314837828599894e-19,3.4531650663223775e-22
3.16,1e-06,1.2955713034916733e-07,6.790158e-24,3.6718046377426e-19,1.0556560621169295e-24
3.16,1.26e-06,9.952577236567148e-05,1.088325e-23,5.829357042880151e-19,1.299796634518433e-21
3.16,1.58e-06,3.52393694556048e-05,1.723067e-23,9.166293097660622e-19,7.286375353171272e-22
3.16,2e-06,0.00036437899507936797,2.723668e-23,1.46872185509704e-18,1.1909368905237983e-20
3.16,2.51e-06,0.0005962828918023616,4.293166e-23,2.3132736398242158e-18,3.071929724961093e-20
3.16,3.16e-06,0.0006654493333153239,6.860218e-23,3.666517239064249e-18,5.478152993397343e-20
3.16,3.98e-06,0.0007341576730198542,1.078465e-22,5.816285418369787e-18,9.501160258000285e-20
3.16,5.01e-06,0.001265628899666981,1.71064e-22,9.216266358780303e-18,2.5980425051115895e-19
3.16,6.31e-06,0.0016332276565305206,2.695525e-22,1.4619694063682312e-17,5.282887174643319e-19
3.16,7.94e-06,0.002863252921793669,4.299956e-22,2.3148378285998943e-17,1.477423389670106e-18
3.16,1e-05,0.004194205711310586,6.816629e-22,3.671804637742599e-17,3.430841314042245e-18
3.16,1.26e-05,0.004840226672445996,1.084804e-21,5.829357042880152e-17,6.3008367062113286e-18
3.16,1.58e-05,0.00603938240062376,1.702512e-21,9.16629309766063e-17,1.233854521158091e-17
3.16,2e-05,0.008490158428335812,2.705823e-21,1.4687218550970397e-16,2.7567439138841878e-17
3.16,2.51e-05,0.008367448880038481,4.263068e-21,2.3132736398242143e-16,4.280520427455347e-17
3.16,3.16e-05,0.0071411427471149425,6.760888e-21,3.666517239064252e-16,5.793655956630774e-17
3.16,3.98e-05,0.0060683292937212955,1.084443e-20,5.816285418369787e-16,7.896908669125204e-17
3.16,5.01e-05,0.003905420681246952,1.704685e-20,9.216266358780302e-16,7.989014464813753e-17
3.16,6.31e-05,0.0025935962941909998,2.684488e-20,1.4619694063682314e-15,8.35497375432025e-17
3.16,7.94e-05,0.0009009016214439985,4.257089e-20,2.314837828599894e-15,4.6022620592776927e-17
3.16,0.0001,0.00033441329016752335,6.772762e-20,3.6718046377426005e-15,2.7178819487298906e-17
3.16,0.000126,0.00013276176676705606,1.06932e-19,5.8293570428801496e-15,1.7035777492721807e-17
3.16,0.000158,6.58410148210049e-05,1.684788e-19,9.166293097660627e-15,1.3311378201390145e-17
3.16,0.0002,0.0,2.734473e-19,1.4687218550970402e-14,0.0
3.16,0.000251,0.0,4.298229e-19,2.3132736398242144e-14,0.0
3.16,0.000316,0.0,6.871743e-19,3.666517239064251e-14,0.0
3.16,0.000398,0.0,1.081526e-18,5.816285418369788e-14,0.0
3.16,0.000501,0.0,1.734669e-18,9.216266358780304e-14,0.0
3.16,0.000631,0.0,2.729677e-18,1.4619694063682312e-13,0.0
3.16,0.000794,0.0,4.291346e-18,2.3148378285998933e-13,0.0
3.16,0.001,0.0,6.926842e-18,3.6718046377425994e-13,0.0
3.16,0.00126,0.0,1.095194e-17,5.82935704288015e-13,0.0
3.16,0.00158,0.0,1.714463e-17,9.166293097660626e-13,0.0
3.16,0.002,0.0,2.753269e-17,1.4687218550970398e-12,0.0
3.16,0.00251,0.0,4.342452e-17,2.313273639824215e-12,0.0
3.16,0.00316,0.0,6.893567e-17,3.66651723906425e-12,0.0
3.16,0.00398,0.0,1.072113e-16,5.81628541836979e-12,0.0
3.16,0.00501,0.0,1.717288e-16,9.216266358780302e-12,0.0
3.16,0.00631,0.0,2.709864e-16,1.461969406368231e-11,0.0
3.16,0.00794,0.0,4.334363e-16,2.3148378285998934e-11,0.0
3.16,0.01,0.0,6.779675e-16,3.6718046377425996e-11,0.0
3.16,0.0126,0.0,1.088933e-15,5.829357042880153e-11,0.0
3.16,0.0158,0.0,1.692215e-15,9.166293097660626e-11,0.0
3.16,0.02,0.0,2.749639e-15,1.4687218550970398e-10,0.0
3.16,0.0251,0.0,4.29678e-15,2.3132736398242153e-10,0.0
3.16,0.0316,0.0,6.889594e-15,3.6665172390642505e-10,0.0
3.16,0.0398,0.0,1.061138e-14,5.816285418369788e-10,0.0
3.16,0.0501,0.0,1.699815e-14,9.216266358780301e-10,0.0
3.16,0.0631,0.0,2.700414e-14,1.4619694063682314e-09,0.0
3.16,0.0794,0.0,4.318231e-14,2.314837828599894e-09,0.0
3.16,0.1,0.0,6.809274e-14,3.671804637742601e-09,0.0
3.16,0.126,0.0,1.094459e-13,5.829357042880151e-09,0.0
3.16,0.158,0.0,1.692146e-13,9.166293097660627e-09,0.0
3.16,0.2,0.0,2.768396e-13,1.4687218550970404e-08,0.0
3.16,0.251,0.0,4.299866e-13,2.3132736398242153e-08,0.0
3.16,0.316,0.0,6.865626e-13,3.666517239064251e-08,0.0
3.16,0.398,0.0,1.068497e-12,5.8162854183697884e-08,0.0
3.16,0.501,0.0,1.719455e-12,9.216266358780302e-08,0.0
3.16,0.631,0.0,2.703184e-12,1.4619694063682313e-07,0.0
3.16,0.794,0.0,4.302818e-12,2.3148378285998944e-07,0.0
3.16,1.0,0.0,6.84348e-12,3.6718046377426e-07,0.0
5.62,3.16e-08,0.0,2.46128e-27,1.519336219337864e-21,0.0
5.62,3.98e-08,0.0,3.986268e-27,2.4101599752443024e-21,0.0
5.62,5.01e-08,0.0,6.211268e-27,3.819048533788888e-21,0.0
5.62,6.31e-08,5.4652427079137884e-08,9.965345e-27,6.058127988581392e-21,6.535563491171418e-28
5.62,7.94e-08,0.0,1.554773e-26,9.592255335427875e-21,0.0
5.62,1e-07,2.0484883802289504e-07,2.466818e-26,1.521527218532551e-20,6.0638976109675434e-27
5.62,1.26e-07,1.2133182591692052e-05,3.968247e-26,2.4155766121422776e-20,5.777695850392105e-25
5.62,1.58e-07,1.502919755142168e-07,6.141797e-26,3.7983405483446615e-20,1.1076753652047484e-26
5.62,2e-07,2.996461890269487e-07,9.903803e-26,6.086108874130204e-20,3.5611641909883936e-26
5.62,2.51e-07,2.1294853807271394e-05,1.566737e-25,9.585773629476928e-20,4.003612244333156e-24
5.62,3.16e-07,9.684376697713318e-11,2.497715e-25,1.5193362193378646e-19,2.902657553223483e-29
5.62,3.98e-07,7.824060368126624e-05,3.948766e-25,2.4101599752443025e-19,3.7074460276327077e-23
5.62,5.01e-07,0.00014546698736441917,6.21859e-25,3.8190485337888904e-19,1.0855194635454042e-22
5.62,6.31e-07,0.0002394800785783082,9.857419e-25,6.058127988581391e-19,2.83278657203917e-22
5.62,7.94e-07,0.0001883584918854587,1.553903e-24,9.592255335427876e-19,3.5122899073954788e-22
5.62,1e-06,0.00034568765478402806,2.510245e-24,1.521527218532551e-18,1.041312848379999e-21
5.62,1.26e-06,0.0006351055476338799,3.912004e-24,2.4155766121422784e-18,2.9814425313191146e-21
5.62,1.58e-06,0.0010096273234427606,6.096523e-24,3.798340548344659e-18,7.386259438556676e-21
5.62,2e-06,0.001978385200550187,9.761009e-24,6.086108874130204e-18,2.3173242897644618e-20
5.62,2.51e-06,0.0024336112116517647,1.573798e-23,9.585773629476925e-18,4.596014949210149e-20
5.62,3.16e-06,0.0039189624374133,2.473509e-23,1.5193362193378636e-17,1.1632306631524482e-19
5.62,3.98e-06,0.005148984429007267,3.916976e-23,2.410159975244302e-17,2.42021381193542e-19
5.62,5.01e-06,0.007155566084418627,6.19486e-23,3.8190485337888893e-17,5.319327613646589e-19
5.62,6.31e-06,0.007907000085742829,9.911697e-23,6.058127988581391e-17,9.404614683462835e-19
5.62,7.94e-06,0.009672674590484518,1.543755e-22,9.592255335427875e-17,1.7918687714920115e-18
5.62,1e-05,0.011105804165162826,2.464263e-22,1.5215272185325512e-16,3.2841146747347974e-18
5.62,1.26e-05,0.009090331988148521,3.921762e-22,2.4155766121422787e-16,4.278014227020639e-18
5.62,1.58e-05,0.006330501014490931,6.13215e-22,3.798340548344661e-16,4.658349815521268e-18
5.62,2e-05,0.003868960932525879,1.006536e-21,6.086108874130205e-16,4.6730981534170414e-18
5.62,2.51e-05,0.002171997676309616,1.557011e-21,9.585773629476925e-16,4.058189128786214e-18
5.62,3.16e-05,0.0009129274388130096,2.511658e-21,1.5193362193378643e-15,2.751553806137047e-18
5.62,3.98e-05,0.0005060805873084588,3.909169e-21,2.4101599752443024e-15,2.374025452089625e-18
5.62,5.01e-05,9.10989589406651e-05,6.315292e-21,3.819048533788888e-15,6.903798319275731e-19
5.62,6.31e-05,1.2337847963229065e-05,9.799891e-21,6.058127988581391e-15,1.4509147825706021e-19
5.62,7.94e-05,0.0,1.566081e-20,9.592255335427877e-15,0.0
5.62,0.0001,0.0,2.503467e-20,1.521527218532551e-14,0.0
5.62,0.000126,0.0,3.896689e-20,2.4155766121422774e-14,0.0
5.62,0.000158,0.0,6.181008e-20,3.798340548344661e-14,0.0
5.62,0.0002,0.0,9.825316e-20,6.086108874130205e-14,0.0
5.62,0.000251,0.0,1.565947e-19,9.58577362947692e-14,0.0
5.62,0.000316,0.0,2.50058e-19,1.5193362193378643e-13,0.0
5.62,0.000398,0.0,3.92577e-19,2.4101599752443026e-13,0.0
5.62,0.000501,0.0,6.210111e-19,3.8190485337888896e-13,0.0
5.62,0.000631,0.0,9.928292e-19,6.058127988581391e-13,0.0
5.62,0.000794,0.0,1.571823e-18,9.592255335427873e-13,0.0
5.62,0.001,0.0,2.500372e-18,1.5215272185325512e-12,0.0
