mass,CaPhi,acceptance,cross_section_pb,Gamma_total_alp_GeV,N_signal
5.62,0.00126,0.0,3.94363e-18,2.415576612142278e-12,0.0
5.62,0.00158,0.0,6.17929e-18,3.798340548344661e-12,0.0
5.62,0.002,0.0,9.942632e-18,6.086108874130205e-12,0.0
5.62,0.00251,0.0,1.559059e-17,9.585773629476926e-12,0.0
5.62,0.00316,0.0,2.471667e-17,1.5193362193378642e-11,0.0
5.62,0.00398,0.0,3.927851e-17,2.410159975244303e-11,0.0
5.62,0.00501,0.0,6.185624e-17,3.8190485337888884e-11,0.0
5.62,0.00631,0.0,9.866699e-17,6.05812798858139e-11,0.0
5.62,0.00794,0.0,1.56452e-16,9.592255335427873e-11,0.0
5.62,0.01,0.0,2.469872e-16,1.521527218532551e-10,0.0
5.62,0.0126,0.0,3.977709e-16,2.415576612142279e-10,0.0
5.62,0.0158,0.0,6.0698e-16,3.798340548344661e-10,0.0
5.62,0.02,0.0,9.974207e-16,6.086108874130204e-10,0.0
5.62,0.0251,0.0,1.550976e-15,9.585773629476927e-10,0.0
5.62,0.0316,0.0,2.462032e-15,1.5193362193378644e-09,0.0
5.62,0.0398,0.0,3.961265e-15,2.4101599752443027e-09,0.0
5.62,0.0501,0.0,6.152124e-15,3.819048533788889e-09,0.0
5.62,0.0631,0.0,9.772507e-15,6.05812798858139e-09,0.0
5.62,0.0794,0.0,1.547183e-14,9.592255335427872e-09,0.0
5.62,0.1,0.0,2.472451e-14,1.5215272185325516e-08,0.0
5.62,0.126,0.0,3.972846e-14,2.4155766121422778e-08,0.0
5.62,0.158,0.0,6.195216e-14,3.7983405483446606e-08,0.0
5.62,0.2,0.0,9.891759e-14,6.086108874130207e-08,0.0
5.62,0.251,0.0,1.565411e-13,9.585773629476926e-08,0.0
5.62,0.316,0.0,2.481303e-13,1.5193362193378642e-07,0.0
5.62,0.398,0.0,3.963435e-13,2.410159975244303e-07,0.0
5.62,0.501,0.0,6.228074e-13,3.819048533788889e-07,0.0
5.62,0.631,0.0,9.934957e-13,6.058127988581391e-07,0.0
5.62,0.794,0.0,1.55131e-12,9.592255335427876e-07,0.0
5.62,1.0,0.0,2.470809e-12,1.521527218532551e-06,0.0
10.0,3.16e-08,0.0,4.505785e-28,1.2031899820120662e-20,0.0
10.0,3.98e-08,2.4887175282016048e-05,7.135597e-28,1.9086495144071397e-20,2.1310182393699347e-26
10.0,5.01e-08,3.003843460157331e-05,1.13183e-27,3.024373985288922e-20,4.079808172211846e-26
10.0,6.31e-08,0.00010799422907118103,1.809455e-27,4.797541724362144e-20,2.344928373167927e-25
10.0,7.94e-08,9.959399276684626e-05,2.877229e-27,7.596281440271578e-20,3.438656690574724e-25
10.0,1e-07,8.966022663760027e-05,4.498148e-27,1.2049250741187972e-19,4.839659629553621e-25
10.0,1.26e-07,0.00011785467261772154,7.228032e-27,1.912939047671002e-19,1.0222288140364983e-24
10.0,1.58e-07,4.3273419611775235e-05,1.129267e-26,3.0079749550301655e-19,5.864069369367671e-25
10.0,2e-07,0.00029526697879310996,1.805316e-26,4.819700296475189e-19,6.3966024130423454e-24
10.0,2.51e-07,0.0003549965277795724,2.861409e-26,7.591148459455835e-19,1.2189483114686619e-23
10.0,3.16e-07,0.000771275625357453,4.498493e-26,1.2031899820120662e-18,4.16349360208935e-23
10.0,3.98e-07,0.001261855033298009,7.133567e-26,1.9086495144071398e-18,1.0801832909182294e-22
10.0,5.01e-07,0.0016388674798609867,1.126742e-25,3.024373985288923e-18,2.215896986392233e-22
10.0,6.31e-07,0.002371769343105357,1.801622e-25,4.797541724362145e-18,5.127638192956992e-22
10.0,7.94e-07,0.003534162921181956,2.862152e-25,7.596281440271584e-18,1.2138373767824133e-21
10.0,1e-06,0.005036776395782606,4.524505e-25,1.2049250741187972e-17,2.7346703983920454e-21
10.0,1.26e-06,0.0075690151657332614,7.187418e-25,1.912939047671002e-17,6.5282011013357075e-21
10.0,1.58e-06,0.009153458894592566,1.14261e-24,3.0079749550301646e-17,1.2550600401060494e-20
10.0,2e-06,0.011889905038155676,1.812154e-24,4.819700296475189e-17,2.5855606769416754e-20
10.0,2.51e-06,0.012610226435819069,2.863379e-24,7.591148459455837e-17,4.332942907388301e-20
10.0,3.16e-06,0.010723208206422273,4.546495e-24,1.2031899820120659e-16,5.85036149933494e-20
10.0,3.98e-06,0.00837220616898934,7.178992e-24,1.908649514407139e-16,7.212480133143015e-20
10.0,5.01e-06,0.006228505311824926,1.133923e-23,3.024373985288922e-16,8.475174514440546e-20
10.0,6.31e-06,0.00339791765457402,1.808265e-23,4.797541724362145e-16,7.373202681177947e-20
10.0,7.94e-06,0.0017643859285059397,2.826249e-23,7.596281440271583e-16,5.983912759264781e-20
10.0,1e-05,0.0006887216986990853,4.512993e-23,1.2049250741187973e-15,3.729835446212498e-20
10.0,1.26e-05,0.00017607494905492178,7.199132e-23,1.9129390476710026e-15,1.5211041601675887e-20
10.0,1.58e-05,5.961256047099127e-05,1.123427e-22,3.007974955030167e-15,8.036443196669316e-21
10.0,2e-05,0.0,1.793108e-22,4.819700296475189e-15,0.0
10.0,2.51e-05,0.0,2.861343e-22,7.591148459455835e-15,0.0
10.0,3.16e-05,0.0,4.526497e-22,1.2031899820120668e-14,0.0
10.0,3.98e-05,0.0,7.105512e-22,1.9086495144071394e-14,0.0
10.0,5.01e-05,0.0,1.132991e-21,3.0243739852889225e-14,0.0
10.0,6.31e-05,0.0,1.778933e-21,4.797541724362144e-14,0.0
10.0,7.94e-05,0.0,2.865534e-21,7.596281440271584e-14,0.0
10.0,0.0001,0.0,4.549123e-21,1.2049250741187974e-13,0.0
10.0,0.000126,0.0,7.267212e-21,1.9129390476710017e-13,0.0
10.0,0.000158,0.0,1.122024e-20,3.0079749550301656e-13,0.0
10.0,0.0002,0.0,1.804952e-20,4.819700296475189e-13,0.0
10.0,0.000251,0.0,2.850674e-20,7.591148459455831e-13,0.0
10.0,0.000316,0.0,4.497625e-20,1.2031899820120662e-12,0.0
10.0,0.000398,0.0,7.202683e-20,1.90864951440714e-12,0.0
10.0,0.000501,0.0,1.118634e-19,3.024373985288923e-12,0.0
10.0,0.000631,0.0,1.793891e-19,4.797541724362144e-12,0.0
10.0,0.000794,0.0,2.859923e-19,7.59628144027158e-12,0.0
10.0,0.001,0.0,4.449277e-19,1.2049250741187974e-11,0.0
10.0,0.00126,0.0,7.211955e-19,1.9129390476710025e-11,0.0
10.0,0.00158,0.0,1.138523e-18,3.007974955030165e-11,0.0
10.0,0.002,0.0,1.811611e-18,4.8197002964751896e-11,0.0
10.0,0.00251,0.0,2.875313e-18,7.591148459455835e-11,0.0
10.0,0.00316,0.0,4.457786e-18,1.203189982012066e-10,0.0
10.0,0.00398,0.0,7.191999e-18,1.90864951440714e-10,0.0
10.0,0.00501,0.0,1.139158e-17,3.024373985288923e-10,0.0
10.0,0.00631,0.0,1.810853e-17,4.797541724362144e-10,0.0
10.0,0.00794,0.0,2.841403e-17,7.59628144027158e-10,0.0
10.0,0.01,0.0,4.564692e-17,1.2049250741187974e-09,0.0
10.0,0.0126,0.0,7.072331e-17,1.912939047671003e-09,0.0
10.0,0.0158,0.0,1.123341e-16,3.0079749550301666e-09,0.0
10.0,0.02,0.0,1.828493e-16,4.81970029647519e-09,0.0
10.0,0.0251,0.0,2.827409e-16,7.591148459455838e-09,0.0
10.0,0.0316,0.0,4.523505e-16,1.2031899820120666e-08,0.0
10.0,0.0398,0.0,7.236357e-16,1.9086495144071396e-08,0.0
10.0,0.0501,0.0,1.137711e-15,3.024373985288923e-08,0.0
10.0,0.0631,0.0,1.787917e-15,4.797541724362144e-08,0.0
10.0,0.0794,0.0,2.859925e-15,7.596281440271581e-08,0.0
10.0,0.1,0.0,4.565927e-15,1.2049250741187975e-07,0.0
10.0,0.126,0.0,7.088482e-15,1.912939047671003e-07,0.0
10.0,0.158,0.0,1.122609e-14,3.0079749550301656e-07,0.0
10.0,0.2,0.0,1.799008e-14,4.81970029647519e-07,0.0
10.0,0.251,0.0,2.845921e-14,7.591148459455835e-07,0.0
10.0,0.316,0.0,4.471253e-14,1.2031899820120663e-06,0.0
10.0,0.398,0.0,7.167336e-14,1.90864951440714e-06,0.0
10.0,0.501,0.0,1.142392e-13,3.024373985288922e-06,0.0
10.0,0.631,0.0,1.807001e-13,4.797541724362143e-06,0.0
10.0,0.794,0.0,2.856294e-13,7.5962814402715825e-06,0.0
10.0,1.0,0.0,4.603766e-13,1.2049250741187976e-05,0.0
17.8,3.16e-08,9.423530422923671e-05,1.634418e-28,4.540414443087337e-20,1.8482385296128877e-26
17.8,3.98e-08,1.5684918087727655e-05,2.577494e-28,7.20256979493277e-20,4.851333871393141e-27
17.8,5.01e-08,7.327822395738893e-05,4.143816e-28,1.1412920261470166e-19,3.643817722634539e-26
17.8,6.31e-08,0.0001876919830311739,6.470461e-28,1.8104229641424627e-19,1.4573443874590473e-25
17.8,7.94e-08,0.0002757097131933209,1.035404e-27,2.8665685785953857e-19,3.4256512785506067e-25
17.8,1e-07,0.00019659234124870984,1.643499e-27,4.546962068465928e-19,3.8771917949989604e-25
17.8,1.26e-07,0.0005034691250441021,2.623439e-27,7.218756979896506e-19,1.5849846455238891e-24
17.8,1.58e-07,0.001015122634140085,4.141024e-27,1.1351036107718345e-18,5.0443766291007746e-24
17.8,2e-07,0.0013368102117895795,6.524475e-27,1.8187848273863712e-18,1.046638176787898e-23
17.8,2.51e-07,0.0026848567089283295,1.024815e-26,2.86463157275422e-18,3.301777713792463e-23
17.8,3.16e-07,0.0035820452799825366,1.629346e-26,4.540414443087338e-18,7.00366937851011e-23
17.8,3.98e-07,0.00528159643418169,2.633444e-26,7.20256979493277e-18,1.6690546128020602e-22
17.8,5.01e-07,0.008460929522271057,4.114881e-26,1.1412920261470167e-17,4.17788617602387e-22
17.8,6.31e-07,0.010860617049922526,6.58607e-26,1.8104229641424622e-17,8.58345409607799e-22
17.8,7.94e-07,0.01277530289896832,1.018413e-25,2.8665685785953866e-17,1.5612641461496429e-21
17.8,1e-06,0.013647701646230062,1.643073e-25,4.5469620684659285e-17,2.6909004104371403e-21
17.8,1.26e-06,0.013319362227544297,2.607146e-25,7.218756979896509e-17,4.167062634491185e-21
17.8,1.58e-06,0.0106496589547307,4.094785e-25,1.135103610771834e-16,5.232967649153634e-21
17.8,2e-06,0.007029826849600847,6.573946e-25,1.8187848273863714e-16,5.54564425183513e-21
17.8,2.51e-06,0.003993519313075284,1.032203e-24,2.8646315727542195e-16,4.946547138617097e-21
17.8,3.16e-06,0.0017859898669782398,1.632223e-24,4.540414443087336e-16,3.498160486378589e-21
17.8,3.98e-06,0.0007360594005695391,2.565677e-24,7.202569794932769e-16,2.2661888096100642e-21
17.8,5.01e-06,0.00020498330225421756,4.128317e-24,1.1412920261470169e-15,1.0154832616946697e-21
17.8,6.31e-06,9.674361821178383e-05,6.573035e-24,1.8104229641424622e-15,7.63079026239231e-22
17.8,7.94e-06,2.9224382881236227e-05,1.034987e-23,2.8665685785953864e-15,3.6296227638122455e-22
17.8,1e-05,3.956578754195948e-11,1.64755e-23,4.546962068465929e-15,7.822393591770641e-28
17.8,1.26e-05,0.0,2.598355e-23,7.21875697989651e-15,0.0
17.8,1.58e-05,0.0,4.110446e-23,1.1351036107718344e-14,0.0
17.8,2e-05,0.0,6.49388e-23,1.8187848273863715e-14,0.0
17.8,2.51e-05,0.0,1.038258e-22,2.8646315727542195e-14,0.0
17.8,3.16e-05,0.0,1.649953e-22,4.540414443087338e-14,0.0
17.8,3.98e-05,0.0,2.621994e-22,7.202569794932772e-14,0.0
17.8,5.01e-05,0.0,4.097922e-22,1.1412920261470162e-13,0.0
17.8,6.31e-05,0.0,6.556234e-22,1.8104229641424623e-13,0.0
17.8,7.94e-05,0.0,1.044738e-21,2.8665685785953864e-13,0.0
17.8,0.0001,0.0,1.634676e-21,4.546962068465929e-13,0.0
17.8,0.000126,0.0,2.587551e-21,7.218756979896505e-13,0.0
17.8,0.000158,0.0,4.136559e-21,1.1351036107718345e-12,0.0
17.8,0.0002,0.0,6.598718e-21,1.8187848273863716e-12,0.0
17.8,0.000251,0.0,1.028546e-20,2.8646315727542177e-12,0.0
17.8,0.000316,0.0,1.635888e-20,4.540414443087338e-12,0.0
17.8,0.000398,0.0,2.590732e-20,7.2025697949327695e-12,0.0
17.8,0.000501,0.0,4.058444e-20,1.1412920261470166e-11,0.0
17.8,0.000631,0.0,6.503052e-20,1.810422964142463e-11,0.0
17.8,0.000794,0.0,1.04109e-19,2.866568578595386e-11,0.0
17.8,0.001,0.0,1.635396e-19,4.54696206846593e-11,0.0
17.8,0.00126,0.0,2.636599e-19,7.218756979896507e-11,0.0
17.8,0.00158,0.0,4.124652e-19,1.1351036107718343e-10,0.0
17.8,0.002,0.0,6.545521e-19,1.818784827386372e-10,0.0
17.8,0.00251,0.0,1.041995e-18,2.8646315727542193e-10,0.0
17.8,0.00316,0.0,1.623916e-18,4.5404144430873373e-10,0.0
17.8,0.00398,0.0,2.625479e-18,7.20256979493277e-10,0.0
17.8,0.00501,0.0,4.093995e-18,1.1412920261470163e-09,0.0
17.8,0.00631,0.0,6.566384e-18,1.8104229641424624e-09,0.0
17.8,0.00794,0.0,1.032521e-17,2.866568578595385e-09,0.0
17.8,0.01,0.0,1.64729e-17,4.54696206846593e-09,0.0
17.8,0.0126,0.0,2.626967e-17,7.218756979896509e-09,0.0
17.8,0.0158,0.0,4.059709e-17,1.1351036107718345e-08,0.0
17.8,0.02,0.0,6.590055e-17,1.818784827386372e-08,0.0
17.8,0.0251,0.0,1.046313e-16,2.8646315727542206e-08,0.0
17.8,0.0316,0.0,1.633722e-16,4.540414443087338e-08,0.0
17.8,0.0398,0.0,2.603508e-16,7.202569794932769e-08,0.0
17.8,0.0501,0.0,4.102667e-16,1.1412920261470164e-07,0.0
17.8,0.0631,0.0,6.508878e-16,1.8104229641424628e-07,0.0
17.8,0.0794,0.0,1.028237e-15,2.866568578595386e-07,0.0
17.8,0.1,0.0,1.617455e-15,4.54696206846593e-07,0.0
17.8,0.126,0.0,2.631171e-15,7.218756979896509e-07,0.0
17.8,0.158,0.0,4.104707e-15,1.1351036107718345e-06,0.0
17.8,0.2,0.0,6.654247e-15,1.818784827386372e-06,0.0
17.8,0.251,0.0,1.037282e-14,2.864631572754219e-06,0.0
17.8,0.316,0.0,1.635558e-14,4.540414443087338e-06,0.0
17.8,0.398,0.0,2.62222e-14,7.202569794932771e-06,0.0
17.8,0.501,0.0,4.127145e-14,1.1412920261470165e-05,0.0
17.8,0.631,0.0,6.560134e-14,1.8104229641424618e-05,0.0
17.8,0.794,0.0,1.031306e-13,2.8665685785953867e-05,0.0
17.8,1.0,0.0,1.648364e-13,4.546962068465929e-05,0.0
31.6,3.16e-08,0.00025162810344959925,1.050883e-28,8.948379729681282e-20,3.1731803548491024e-26
31.6,3.98e-08,0.00041092374915099856,1.671009e-28,1.4195032273478147e-19,8.239887397740732e-26
31.6,5.01e-08,0.0002882108011801161,2.668921e-28,2.2492912399152096e-19,9.230542316357241e-26
31.6,6.31e-08,0.000691445734077188,4.262391e-28,3.5680337902075286e-19,3.5366544887027994e-25
31.6,7.94e-08,0.001190085278492849,6.579284e-28,5.649516026339279e-19,9.395890837708255e-25
31.6,1e-07,0.001472950586385231,1.058756e-27,8.96128397861048e-19,1.871394325246658e-24
31.6,1.26e-07,0.0024209683327729038,1.7034e-27,1.4226934444442e-18,4.9486529496544376e-24
31.6,1.58e-07,0.003455392405014019,2.682632e-27,2.237094932420321e-18,1.112345548589708e-23
31.6,2e-07,0.005606530022590544,4.199034e-27,3.584513591444192e-18,2.8250412224254156e-23
31.6,2.51e-07,0.00811136808786068,6.72155e-27,5.6456985193643904e-18,6.542515940515194e-23
31.6,3.16e-07,0.010085888522662735,1.065878e-26,8.948379729681285e-18,1.2900392024110454e-22
31.6,3.98e-07,0.01497657124285721,1.694667e-26,1.4195032273478146e-17,3.0456361270102923e-22
31.6,5.01e-07,0.016732626347110674,2.652013e-26,2.2492912399152104e-17,5.325017111601603e-22
31.6,6.31e-07,0.01605822946588923,4.160855e-26,3.568033790207528e-17,8.017915723715105e-22
31.6,7.94e-07,0.014412012251577832,6.664978e-26,5.649516026339281e-17,1.1526689351099605e-21
31.6,1e-06,0.01050341693365608,1.053988e-25,8.961283978610484e-17,1.3284570488484364e-21
31.6,1.26e-06,0.007311244554266854,1.675954e-25,1.4226934444442004e-16,1.4703971466842103e-21
31.6,1.58e-06,0.0035843747668771655,2.65385e-25,2.2370949324203203e-16,1.141487157009236e-21
31.6,2e-06,0.0014180274745911583,4.180518e-25,3.5845135914441935e-16,7.113707258427456e-22
31.6,2.51e-06,0.0005176627878877784,6.761294e-25,5.645698519364391e-16,4.20008436212269e-22
31.6,3.16e-06,0.00021905610719359018,1.066919e-24,8.948379729681281e-16,2.804581473970537e-22
31.6,3.98e-06,2.9590653378310785e-05,1.649546e-24,1.4195032273478146e-15,5.857337270109486e-23
31.6,5.01e-06,1.0477965497199105e-08,2.68715e-24,2.24929123991521e-15,3.378703798295829e-26
31.6,6.31e-06,0.0,4.235912e-24,3.568033790207528e-15,0.0
31.6,7.94e-06,0.0,6.702997e-24,5.6495160263392794e-15,0.0
31.6,1e-05,0.0,1.056793e-23,8.961283978610483e-15,0.0
31.6,1.26e-05,0.0,1.698166e-23,1.4226934444442006e-14,0.0
31.6,1.58e-05,0.0,2.63088e-23,2.2370949324203205e-14,0.0
31.6,2e-05,0.0,4.275886e-23,3.584513591444193e-14,0.0
31.6,2.51e-05,0.0,6.703474e-23,5.645698519364388e-14,0.0
31.6,3.16e-05,0.0,1.052312e-22,8.948379729681282e-14,0.0
31.6,3.98e-05,0.0,1.676153e-22,1.4195032273478142e-13,0.0
31.6,5.01e-05,0.0,2.66172e-22,2.249291239915209e-13,0.0
31.6,6.31e-05,0.0,4.225955e-22,3.568033790207528e-13,0.0
31.6,7.94e-05,0.0,6.66898e-22,5.64951602633928e-13,0.0
31.6,0.0001,0.0,1.073558e-21,8.961283978610485e-13,0.0
31.6,0.000126,0.0,1.685006e-21,1.4226934444442e-12,0.0
31.6,0.000158,0.0,2.662783e-21,2.2370949324203203e-12,0.0
31.6,0.0002,0.0,4.220376e-21,3.584513591444194e-12,0.0
31.6,0.000251,0.0,6.728551e-21,5.6456985193643874e-12,0.0
31.6,0.000316,0.0,1.065383e-20,8.948379729681281e-12,0.0
31.6,0.000398,0.0,1.68735e-20,1.419503227347815e-11,0.0
31.6,0.000501,0.0,2.69308e-20,2.24929123991521e-11,0.0
31.6,0.000631,0.0,4.185606e-20,3.5680337902075284e-11,0.0
31.6,0.000794,0.0,6.677534e-20,5.649516026339277e-11,0.0
31.6,0.001,0.0,1.05413e-19,8.96128397861048e-11,0.0
31.6,0.00126,0.0,1.667256e-19,1.4226934444442005e-10,0.0
31.6,0.00158,0.0,2.67982e-19,2.2370949324203205e-10,0.0
31.6,0.002,0.0,4.256382e-19,3.584513591444192e-10,0.0
31.6,0.00251,0.0,6.715754e-19,5.645698519364389e-10,0.0
31.6,0.00316,0.0,1.053412e-18,8.948379729681282e-10,0.0
31.6,0.00398,0.0,1.67142e-18,1.419503227347815e-09,0.0
31.6,0.00501,0.0,2.678541e-18,2.2492912399152098e-09,0.0
31.6,0.00631,0.0,4.238344e-18,3.5680337902075275e-09,0.0
31.6,0.00794,0.0,6.752162e-18,5.649516026339278e-09,0.0
31.6,0.01,0.0,1.071721e-17,8.961283978610482e-09,0.0
31.6,0.0126,0.0,1.695329e-17,1.4226934444442003e-08,0.0
31.6,0.0158,0.0,2.681971e-17,2.2370949324203213e-08,0.0
31.6,0.02,0.0,4.2884e-17,3.584513591444193e-08,0.0
31.6,0.0251,0.0,6.653671e-17,5.64569851936439e-08,0.0
31.6,0.0316,0.0,1.062748e-16,8.948379729681285e-08,0.0
31.6,0.0398,0.0,1.694067e-16,1.419503227347815e-07,0.0
31.6,0.0501,0.0,2.667396e-16,2.2492912399152092e-07,0.0
31.6,0.0631,0.0,4.23161e-16,3.5680337902075283e-07,0.0
31.6,0.0794,0.0,6.636021e-16,5.649516026339277e-07,0.0
31.6,0.1,0.0,1.059709e-15,8.961283978610486e-07,0.0
31.6,0.126,0.0,1.704402e-15,1.4226934444442007e-06,0.0
31.6,0.158,0.0,2.667783e-15,2.2370949324203206e-06,0.0
31.6,0.2,0.0,4.289052e-15,3.5845135914441943e-06,0.0
31.6,0.251,0.0,6.659662e-15,5.64569851936439e-06,0.0
31.6,0.316,0.0,1.057515e-14,8.948379729681282e-06,0.0
31.6,0.398,0.0,1.658507e-14,1.4195032273478154e-05,0.0
31.6,0.501,0.0,2.6469e-14,2.2492912399152095e-05,0.0
31.6,0.631,0.0,4.216547e-14,3.5680337902075275e-05,0.0
31.6,0.794,0.0,6.626411e-14,5.64951602633928e-05,0.0
31.6,1.0,0.0,1.064713e-13,8.961283978610485e-05,0.0
