filename,filepath,scan,run,mass,CaPhi,generated_events_index,nLLP_original,nLLP_original_weighted,nLLP_LLPdecay,nLLP_LLPdecay_weighted,nLLP_InCavern,nLLP_InCavern_weighted,nLLP_NotInATLAS,nLLP_NotInATLAS_weighted,nLLP_Geometry,nLLP_Geometry_weighted,nLLP_Tracker,nLLP_Tracker_weighted,nLLP_MET,nLLP_MET_weighted,nLLP_IsoJet,nLLP_IsoJet_weighted,nLLP_IsoCharged,nLLP_IsoCharged_weighted,nLLP_IsoAll,nLLP_IsoAll_weighted,nLLP_Final,nLLP_Final_weighted,n_surviving_llps,status
Higgs_to_ALP_Z_sampledfs_Scan_6_Run_4.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_6_Run_4.pkl.gz,6,4,1.0,0.000316,2,2000,0.003837437,2000,0.003837437,678,0.001300891143,134,0.00025710827900000006,32,6.139899200000002e-05,26,4.988668100000001e-05,10,1.9187185000000004e-05,8,1.5349748000000004e-05,8,1.5349748000000004e-05,8,1.5349748000000004e-05,8,1.5349748000000004e-05,8,success
Higgs_to_ALP_Z_sampledfs_Scan_6_Run_5.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_6_Run_5.pkl.gz,6,5,1.0,0.0001,2,2000,0.00038543063999999996,2000,0.00038543063999999996,88,1.695894816e-05,25,4.817883000000001e-06,5,9.635766000000002e-07,5,9.635766000000002e-07,1,1.9271532000000004e-07,1,1.9271532000000004e-07,1,1.9271532000000004e-07,1,1.9271532000000004e-07,1,1.9271532000000004e-07,1,success
Higgs_to_ALP_Z_sampledfs_Scan_6_Run_6.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_6_Run_6.pkl.gz,6,6,1.0,3.16e-05,2,2000,3.853836600000001e-05,2000,3.853836600000001e-05,5,9.634591500000002e-08,1,1.9269183000000004e-08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
Higgs_to_ALP_Z_sampledfs_Scan_6_Run_7.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_6_Run_7.pkl.gz,6,7,1.0,1e-05,2,2000,3.842912800000001e-06,2000,3.842912800000001e-06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
Higgs_to_ALP_Z_sampledfs_Scan_6_Run_8.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_6_Run_8.pkl.gz,6,8,1.0,3.16e-06,2,2000,3.8340084e-07,2000,3.8340084e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
Higgs_to_ALP_Z_sampledfs_Scan_7_Run_1.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_7_Run_1.pkl.gz,7,1,1.78,0.00316,2,2000,0.38283856000000016,2000,0.38283856000000016,2000,0.38283856000000016,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
Higgs_to_ALP_Z_sampledfs_Scan_7_Run_2.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_7_Run_2.pkl.gz,7,2,1.78,0.001,2,2000,0.03832178600000001,2000,0.03832178600000001,1958,0.037517028494000015,11,0.00021076982300000005,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
Higgs_to_ALP_Z_sampledfs_Scan_7_Run_3.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_7_Run_3.pkl.gz,7,3,1.78,0.000316,2,2000,0.0038304778,2000,0.0038304778,1289,0.0024687429421,152,0.0002911163128,30,5.7457167e-05,28,5.36266892e-05,12,2.29828668e-05,11,2.10676279e-05,10,1.9152389e-05,10,1.9152389e-05,10,1.9152389e-05,10,success
Higgs_to_ALP_Z_sampledfs_Scan_7_Run_4.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_7_Run_4.pkl.gz,7,4,1.78,0.0001,2,2000,0.0003831299400000002,2000,0.0003831299400000002,257,4.923219729000001e-05,55,1.0536073349999999e-05,11,2.1072146700000004e-06,11,2.1072146700000004e-06,5,9.578248500000001e-07,5,9.578248500000001e-07,4,7.6625988e-07,4,7.6625988e-07,4,7.6625988e-07,4,success
Higgs_to_ALP_Z_sampledfs_Scan_7_Run_5.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_7_Run_5.pkl.gz,7,5,1.78,3.16e-05,2,2000,3.8304996e-05,2000,3.8304996e-05,29,5.554224420000001e-07,8,1.53219984e-07,1,1.9152498e-08,1,1.9152498e-08,1,1.9152498e-08,1,1.9152498e-08,1,1.9152498e-08,1,1.9152498e-08,1,1.9152498e-08,1,success
Higgs_to_ALP_Z_sampledfs_Scan_7_Run_6.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_7_Run_6.pkl.gz,7,6,1.78,1e-05,2,2000,3.842122000000001e-06,2000,3.842122000000001e-06,2,3.842122e-09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
Higgs_to_ALP_Z_sampledfs_Scan_7_Run_7.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_7_Run_7.pkl.gz,7,7,1.78,3.16e-06,2,2000,3.821993200000001e-07,2000,3.821993200000001e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
Higgs_to_ALP_Z_sampledfs_Scan_7_Run_8.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_7_Run_8.pkl.gz,7,8,1.78,1e-06,2,2000,3.830827800000001e-08,2000,3.830827800000001e-08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
Higgs_to_ALP_Z_sampledfs_Scan_8_Run_1.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_8_Run_1.pkl.gz,8,1,3.16,0.001,2,2000,0.038006032000000016,2000,0.038006032000000016,2000,0.038006032000000016,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
Higgs_to_ALP_Z_sampledfs_Scan_8_Run_2.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_8_Run_2.pkl.gz,8,2,3.16,0.000316,2,2000,0.003789283000000001,2000,0.003789283000000001,2000,0.003789283000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
Higgs_to_ALP_Z_sampledfs_Scan_8_Run_3.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_8_Run_3.pkl.gz,8,3,3.16,0.0001,2,2000,0.00037980116000000004,2000,0.00037980116000000004,1997,0.00037923145826000004,3,5.697017400000001e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
Higgs_to_ALP_Z_sampledfs_Scan_8_Run_4.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_8_Run_4.pkl.gz,8,4,3.16,3.16e-05,2,2000,3.7932391999999994e-05,2000,3.7932391999999994e-05,1668,3.1635614928000004e-05,106,2.010416776e-06,16,3.03459136e-07,12,2.2759435200000003e-07,7,1.3276337199999998e-07,4,7.5864784e-08,4,7.5864784e-08,4,7.5864784e-08,4,7.5864784e-08,4,success
Higgs_to_ALP_Z_sampledfs_Scan_8_Run_5.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_8_Run_5.pkl.gz,8,5,3.16,1e-05,2,2000,3.802941199999999e-06,2000,3.802941199999999e-06,465,8.841838289999998e-07,89,1.6923088339999997e-07,23,4.373382379999999e-08,16,3.04235296e-08,4,7.6058824e-09,3,5.7044118e-09,3,5.7044118e-09,3,5.7044118e-09,3,5.7044118e-09,3,success
Higgs_to_ALP_Z_sampledfs_Scan_8_Run_6.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_8_Run_6.pkl.gz,8,6,3.16,3.16e-06,2,2000,3.805675999999999e-07,2000,3.805675999999999e-07,72,1.3700433600000003e-08,16,3.0445408e-09,2,3.805676e-10,2,3.805676e-10,1,1.902838e-10,1,1.902838e-10,1,1.902838e-10,1,1.902838e-10,1,1.902838e-10,1,success
Higgs_to_ALP_Z_sampledfs_Scan_8_Run_7.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_8_Run_7.pkl.gz,8,7,3.16,1e-06,2,2000,3.810782199999999e-08,2000,3.810782199999999e-08,8,1.52431288e-10,3,5.7161733e-11,1,1.9053911e-11,1,1.9053911e-11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
Higgs_to_ALP_Z_sampledfs_Scan_8_Run_8.pkl.gz,/raid/anubis/sensitivityStudyData/ALPs/fermionCoupled/Higgs_to_ALP_Z_FINAL_Default_Lifetime/Generated_Events_2/Higgs_to_ALP_Z_sampledfs_Scan_8_Run_8.pkl.gz,8,8,3.16,3.16e-07,2,2000,3.791877399999999e-09,2000,3.791877399999999e-09,4,7.5837548e-12,1,1.8959387e-12,1,1.8959387e-12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
