mass,CaPhi,acceptance,cross_section_pb,BR_h_to_Za,C_Zh_eff,Gamma_total_alp_GeV,N_signal
0.178,0.0251,0.0016373590020531059,0.012007890676295459,0.00021988446578090934,0.015,4.2765005375126484e-16,23.593473473402316
0.178,0.0316,0.002346532382169272,0.012007890676295459,0.00021988446578090934,0.015,6.778213642225726e-16,33.81228517617094
0.178,0.0398,0.0032560385390511325,0.012007890676295459,0.00021988446578090934,0.015,1.0752445058715792e-15,46.91778577767695
0.178,0.0501,0.0036856174716456075,0.012007890676295459,0.00021988446578090934,0.015,1.7037918626945797e-15,53.10779000899793
0.178,0.0631,0.003787222194271532,0.012007890676295459,0.00021988446578090934,0.015,2.702712227609996e-15,54.571860090782835
0.178,0.0794,0.002617680032909827,0.012007890676295459,0.00021988446578090934,0.015,4.279392220547806e-15,37.71937879284325
0.178,0.1,0.0014538894838052308,0.012007890676295459,0.00021988446578090934,0.015,6.787988345443165e-15,20.94977517233862
0.178,0.126,0.0005094458218881973,0.012007890676295459,0.00021988446578090934,0.015,1.077661029722557e-14,7.340843681674755
0.178,0.158,0.0002928245262120625,0.012007890676295459,0.00021988446578090934,0.015,1.6945534105564315e-14,4.219445877710953
0.178,0.2,1.8162784802077904e-07,0.012007890676295459,0.00021988446578090934,0.015,2.715195338177266e-14,0.002617160811365186
0.178,0.251,9.081392401038952e-08,0.012007890676295459,0.00021988446578090934,0.015,4.276500537512648e-14,0.001308580405682593
0.178,0.316,0.0,0.012007890676295459,0.00021988446578090934,0.015,6.778213642225726e-14,0.0
0.178,0.398,0.0,0.012007890676295459,0.00021988446578090934,0.015,1.075244505871579e-13,0.0
0.178,0.501,0.0,0.012007890676295459,0.00021988446578090934,0.015,1.7037918626945793e-13,0.0
0.178,0.631,0.0,0.012007890676295459,0.00021988446578090934,0.015,2.7027122276099956e-13,0.0
0.178,0.794,0.0,0.012007890676295459,0.00021988446578090934,0.015,4.2793922205478077e-13,0.0
0.178,1.0,0.0,0.012007890676295459,0.00021988446578090934,0.015,6.787988345443165e-13,0.0
0.316,3.16e-08,0.0,0.012006790615090097,0.00021986432182915394,0.015,4.008895752389564e-25,0.0
0.316,3.98e-08,0.0,0.012006790615090097,0.00021986432182915394,0.015,6.35940877625297e-25,0.0
0.316,5.01e-08,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.0076879133407438e-24,0.0
0.316,6.31e-08,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.5984877640474101e-24,0.0
0.316,7.94e-08,0.0,0.012006790615090097,0.00021986432182915394,0.015,2.530996838000188e-24,0.0
0.316,1e-07,0.0,0.012006790615090097,0.00021986432182915394,0.015,4.014676887106998e-24,0.0
0.316,1.26e-07,0.0,0.012006790615090097,0.00021986432182915394,0.015,6.373701025971071e-24,0.0
0.316,1.58e-07,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.0022239380973914e-23,0.0
0.316,2e-07,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.6058707548427992e-23,0.0
0.316,2.51e-07,0.0,0.012006790615090097,0.00021986432182915394,0.015,2.5292865856462806e-23,0.0
0.316,3.16e-07,0.0,0.012006790615090097,0.00021986432182915394,0.015,4.0088957523895655e-23,0.0
0.316,3.98e-07,0.0,0.012006790615090097,0.00021986432182915394,0.015,6.359408776252971e-23,0.0
0.316,5.01e-07,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.0076879133407441e-22,0.0
0.316,6.31e-07,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.5984877640474095e-22,0.0
0.316,7.94e-07,0.0,0.012006790615090097,0.00021986432182915394,0.015,2.5309968380001885e-22,0.0
0.316,1e-06,0.0,0.012006790615090097,0.00021986432182915394,0.015,4.0146768871069985e-22,0.0
0.316,1.26e-06,0.0,0.012006790615090097,0.00021986432182915394,0.015,6.373701025971071e-22,0.0
