mass,CaPhi,acceptance,cross_section_pb,BR_h_to_Za,C_Zh_eff,Gamma_total_alp_GeV,N_signal
0.316,1.58e-06,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.0022239380973909e-21,0.0
0.316,2e-06,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.6058707548427994e-21,0.0
0.316,2.51e-06,0.0,0.012006790615090097,0.00021986432182915394,0.015,2.5292865856462806e-21,0.0
0.316,3.16e-06,0.0,0.012006790615090097,0.00021986432182915394,0.015,4.0088957523895636e-21,0.0
0.316,3.98e-06,0.0,0.012006790615090097,0.00021986432182915394,0.015,6.3594087762529694e-21,0.0
0.316,5.01e-06,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.007687913340744e-20,0.0
0.316,6.31e-06,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.5984877640474095e-20,0.0
0.316,7.94e-06,0.0,0.012006790615090097,0.00021986432182915394,0.015,2.5309968380001882e-20,0.0
0.316,1e-05,0.0,0.012006790615090097,0.00021986432182915394,0.015,4.014676887106999e-20,0.0
0.316,1.26e-05,0.0,0.012006790615090097,0.00021986432182915394,0.015,6.373701025971072e-20,0.0
0.316,1.58e-05,8.66519776942188e-06,0.012006790615090097,0.00021986432182915394,0.015,1.0022239380973914e-19,0.12484945830695311
0.316,2e-05,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.6058707548427997e-19,0.0
0.316,2.51e-05,0.0,0.012006790615090097,0.00021986432182915394,0.015,2.52928658564628e-19,0.0
0.316,3.16e-05,2.4567988247553707e-05,0.012006790615090097,0.00021986432182915394,0.015,4.0088957523895655e-19,0.35397922886684596
0.316,3.98e-05,8.74471049339757e-06,0.012006790615090097,0.00021986432182915394,0.015,6.359408776252969e-19,0.125995089460567
0.316,5.01e-05,3.323345861010121e-05,0.012006790615090097,0.00021986432182915394,0.015,1.0076879133407437e-18,0.478832614736098
0.316,6.31e-05,1.735103013122582e-05,0.012006790615090097,0.00021986432182915394,0.015,1.59848776404741e-18,0.2499962228900972
0.316,7.94e-05,3.3412846057309015e-05,0.012006790615090097,0.00021986432182915394,0.015,2.5309968380001883e-18,0.4814172557572176
0.316,0.0001,5.802155830337561e-05,0.012006790615090097,0.00021986432182915394,0.015,4.014676887106999e-18,0.8359832420518478
0.316,0.000126,7.513320536212676e-05,0.012006790615090097,0.00021986432182915394,0.015,6.373701025971071e-18,1.0825303980283445
0.316,0.000158,0.00018520428322737603,0.012006790615090097,0.00021986432182915394,0.015,1.0022239380973912e-17,2.6684508596747363
0.316,0.0002,0.0001751334779552524,0.012006790615090097,0.00021986432182915394,0.015,1.6058707548427996e-17,2.5233491994014554
0.316,0.000251,0.0004113209310375071,0.012006790615090097,0.00021986432182915394,0.015,2.5292865856462796e-17,5.926373153485514
0.316,0.000316,0.0006212150747936791,0.012006790615090097,0.00021986432182915394,0.015,4.008895752389565e-17,8.950559195982287
0.316,0.000398,0.0008377346683156919,0.012006790615090097,0.00021986432182915394,0.015,6.359408776252971e-17,12.070205704162158
0.316,0.000501,0.001476658696733974,0.012006790615090097,0.00021986432182915394,0.015,1.0076879133407438e-16,21.275918137963984
0.316,0.000631,0.0020607979997204736,0.012006790615090097,0.00021986432182915394,0.015,1.5984877640474098e-16,29.69228409916827
0.316,0.000794,0.002991681347644011,0.012006790615090097,0.00021986432182915394,0.015,2.5309968380001873e-16,43.10458983387865
0.316,0.001,0.004189379172069478,0.012006790615090097,0.00021986432182915394,0.015,4.0146768871069995e-16,60.36119823150926
0.316,0.00126,0.00532209021065239,0.012006790615090097,0.00021986432182915394,0.015,6.373701025971071e-16,76.6814673527088
0.316,0.00158,0.006191909238754661,0.012006790615090097,0.00021986432182915394,0.015,1.002223938097391e-15,89.21394928484295
0.316,0.002,0.005819292523300716,0.012006790615090097,0.00021986432182915394,0.015,1.6058707548427998e-15,83.84523222627722
0.316,0.00251,0.004844597967117404,0.012006790615090097,0.00021986432182915394,0.015,2.52928658564628e-15,69.80168808656377
0.316,0.00316,0.0029832337548431316,0.012006790615090097,0.00021986432182915394,0.015,4.008895752389564e-15,42.9828756603246
0.316,0.00398,0.001327949695933254,0.012006790615090097,0.00021986432182915394,0.015,6.359408776252971e-15,19.133296735731772
0.316,0.00501,0.00035779951158460493,0.012006790615090097,0.00021986432182915394,0.015,1.0076879133407437e-14,5.155228581333426
0.316,0.00631,9.129326045268838e-05,0.012006790615090097,0.00021986432182915394,0.015,1.5984877640474097e-14,1.3153668753891778
0.316,0.00794,2.4567988247553707e-05,0.012006790615090097,0.00021986432182915394,0.015,2.5309968380001878e-14,0.35397922886684596
0.316,0.01,0.0,0.012006790615090097,0.00021986432182915394,0.015,4.014676887106999e-14,0.0
0.316,0.0126,0.0,0.012006790615090097,0.00021986432182915394,0.015,6.373701025971073e-14,0.0
0.316,0.0158,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.0022239380973914e-13,0.0
0.316,0.02,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.6058707548427997e-13,0.0
0.316,0.0251,0.0,0.012006790615090097,0.00021986432182915394,0.015,2.529286585646281e-13,0.0
0.316,0.0316,0.0,0.012006790615090097,0.00021986432182915394,0.015,4.0088957523895657e-13,0.0
0.316,0.0398,0.0,0.012006790615090097,0.00021986432182915394,0.015,6.359408776252972e-13,0.0
0.316,0.0501,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.007687913340744e-12,0.0
0.316,0.0631,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.5984877640474097e-12,0.0
0.316,0.0794,0.0,0.012006790615090097,0.00021986432182915394,0.015,2.5309968380001876e-12,0.0
0.316,0.1,0.0,0.012006790615090097,0.00021986432182915394,0.015,4.014676887106999e-12,0.0
0.316,0.126,0.0,0.012006790615090097,0.00021986432182915394,0.015,6.373701025971072e-12,0.0
0.316,0.158,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.0022239380973914e-11,0.0
0.316,0.2,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.6058707548427998e-11,0.0
0.316,0.251,0.0,0.012006790615090097,0.00021986432182915394,0.015,2.5292865856462803e-11,0.0
0.316,0.316,0.0,0.012006790615090097,0.00021986432182915394,0.015,4.0088957523895655e-11,0.0
0.316,0.398,0.0,0.012006790615090097,0.00021986432182915394,0.015,6.359408776252971e-11,0.0
0.316,0.501,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.0076879133407438e-10,0.0
0.316,0.631,0.0,0.012006790615090097,0.00021986432182915394,0.015,1.5984877640474096e-10,0.0
0.316,0.794,0.0,0.012006790615090097,0.00021986432182915394,0.015,2.530996838000188e-10,0.0
0.316,1.0,0.0,0.012006790615090097,0.00021986432182915394,0.015,4.014676887106999e-10,0.0
0.562,3.16e-08,0.0,0.012003305555193333,0.00021980050458145637,0.015,8.708017242401745e-25,0.0
0.562,3.98e-08,0.0,0.012003305555193333,0.00021980050458145637,0.015,1.381373941741514e-24,0.0
0.562,5.01e-08,0.0,0.012003305555193333,0.00021980050458145637,0.015,2.188873012998799e-24,0.0
0.562,6.31e-08,0.0,0.012003305555193333,0.00021980050458145637,0.015,3.472192810899618e-24,0.0
0.562,7.94e-08,0.0,0.012003305555193333,0.00021980050458145637,0.015,5.497764338878773e-24,0.0
0.562,1e-07,0.0,0.012003305555193333,0.00021980050458145637,0.015,8.720574870214853e-24,0.0
0.562,1.26e-07,0.0,0.012003305555193333,0.00021980050458145637,0.015,1.3844784663953101e-23,0.0
0.562,1.58e-07,0.0,0.012003305555193333,0.00021980050458145637,0.015,2.177004310600437e-23,0.0
0.562,2e-07,0.0,0.012003305555193333,0.00021980050458145637,0.015,3.488229948085941e-23,0.0
0.562,2.51e-07,0.0,0.012003305555193333,0.00021980050458145637,0.015,5.494049373984062e-23,0.0
0.562,3.16e-07,0.0,0.012003305555193333,0.00021980050458145637,0.015,8.708017242401748e-23,0.0
0.562,3.98e-07,0.0,0.012003305555193333,0.00021980050458145637,0.015,1.3813739417415138e-22,0.0
0.562,5.01e-07,0.0,0.012003305555193333,0.00021980050458145637,0.015,2.1888730129987995e-22,0.0
0.562,6.31e-07,0.0,0.012003305555193333,0.00021980050458145637,0.015,3.472192810899617e-22,0.0
0.562,7.94e-07,0.0,0.012003305555193333,0.00021980050458145637,0.015,5.497764338878774e-22,0.0
0.562,1e-06,0.0,0.012003305555193333,0.00021980050458145637,0.015,8.720574870214855e-22,0.0
0.562,1.26e-06,0.0,0.012003305555193333,0.00021980050458145637,0.015,1.3844784663953103e-21,0.0
0.562,1.58e-06,0.0,0.012003305555193333,0.00021980050458145637,0.015,2.1770043106004364e-21,0.0
0.562,2e-06,0.0,0.012003305555193333,0.00021980050458145637,0.015,3.488229948085942e-21,0.0
0.562,2.51e-06,0.0,0.012003305555193333,0.00021980050458145637,0.015,5.494049373984062e-21,0.0
0.562,3.16e-06,0.0,0.012003305555193333,0.00021980050458145637,0.015,8.708017242401745e-21,0.0
0.562,3.98e-06,0.0,0.012003305555193333,0.00021980050458145637,0.015,1.381373941741514e-20,0.0
0.562,5.01e-06,0.0,0.012003305555193333,0.00021980050458145637,0.015,2.1888730129987992e-20,0.0
0.562,6.31e-06,0.0,0.012003305555193333,0.00021980050458145637,0.015,3.472192810899617e-20,0.0
0.562,7.94e-06,0.0,0.012003305555193333,0.00021980050458145637,0.015,5.497764338878773e-20,0.0
0.562,1e-05,0.0,0.012003305555193333,0.00021980050458145637,0.015,8.720574870214857e-20,0.0
0.562,1.26e-05,0.0,0.012003305555193333,0.00021980050458145637,0.015,1.3844784663953107e-19,0.0
0.562,1.58e-05,2.231881684591982e-10,0.012003305555193333,0.00021980050458145637,0.015,2.177004310600437e-19,3.214794938783663e-06
0.562,2e-05,3.331643714253372e-05,0.012003305555193333,0.00021980050458145637,0.015,3.4882299480859427e-19,0.4798888500386694
0.562,2.51e-05,2.2318816845919824e-10,0.012003305555193333,0.00021980050458145637,0.015,5.494049373984061e-19,3.214794938783664e-06
0.562,3.16e-05,5.979418423680386e-05,0.012003305555193333,0.00021980050458145637,0.015,8.708017242401748e-19,0.8612734365814578
0.562,3.98e-05,8.17972244130001e-08,0.012003305555193333,0.00021980050458145637,0.015,1.381373941741514e-18,0.001178204493835152
0.562,5.01e-05,6.863706869789518e-05,0.012003305555193333,0.00021980050458145637,0.015,2.1888730129987984e-18,0.9886460495923579
0.562,6.31e-05,8.42035054491383e-05,0.012003305555193333,0.00021980050458145637,0.015,3.472192810899617e-18,1.2128644856692725
0.562,7.94e-05,0.00020001510521388838,0.012003305555193333,0.00021980050458145637,0.015,5.497764338878774e-18,2.8810109082437347
0.562,0.0001,0.00019335735218158732,0.012003305555193333,0.00021980050458145637,0.015,8.720574870214856e-18,2.7851128554944653
0.562,0.000126,0.0004594029870582123,0.012003305555193333,0.00021980050458145637,0.015,1.3844784663953103e-17,6.617225311953901
0.562,0.000158,0.0004845958130970085,0.012003305555193333,0.00021980050458145637,0.015,2.1770043106004364e-17,6.9801019384449035
0.562,0.0002,0.0006817137073611593,0.012003305555193333,0.00021980050458145637,0.015,3.4882299480859425e-17,9.819381516743576
0.562,0.000251,0.0012900675939811204,0.012003305555193333,0.00021980050458145637,0.015,5.4940493739840596e-17,18.582090620890177
0.562,0.000316,0.0016742740118195758,0.012003305555193333,0.00021980050458145637,0.015,8.708017242401746e-17,24.11618705638769
0.562,0.000398,0.0030417279163476502,0.012003305555193333,0.00021980050458145637,0.015,1.3813739417415142e-16,43.81294751481887
0.562,0.000501,0.0038333491294725032,0.012003305555193333,0.00021980050458145637,0.015,2.1888730129987993e-16,55.21543308095139
0.562,0.000631,0.0048901651928162666,0.012003305555193333,0.00021980050458145637,0.015,3.4721928108996175e-16,70.43777642969349
0.562,0.000794,0.00602493809461605,0.012003305555193333,0.00021980050458145637,0.015,5.497764338878772e-16,86.78300748096092
0.562,0.001,0.006061573683906367,0.012003305555193333,0.00021980050458145637,0.015,8.720574870214855e-16,87.31070528789643
0.562,0.00126,0.004591801781105439,0.012003305555193333,0.00021980050458145637,0.015,1.3844784663953104e-15,66.14015979298749
0.562,0.00158,0.002835496709721156,0.012003305555193333,0.00021980050458145637,0.015,2.1770043106004364e-15,40.842400089034044
0.562,0.002,0.0012609686898860286,0.012003305555193333,0.00021980050458145637,0.015,3.488229948085942e-15,18.162950976280595
0.562,0.00251,0.0004220648413814824,0.012003305555193333,0.00021980050458145637,0.015,5.494049373984061e-15,6.0794079062473685
0.562,0.00316,6.692738674196247e-05,0.012003305555193333,0.00021980050458145637,0.015,8.708017242401746e-15,0.9640198476892451
0.562,0.00398,8.85866471104862e-06,0.012003305555193333,0.00021980050458145637,0.015,1.3813739417415143e-14,0.12759991120527006
0.562,0.00501,0.0,0.012003305555193333,0.00021980050458145637,0.015,2.188873012998799e-14,0.0
0.562,0.00631,0.0,0.012003305555193333,0.00021980050458145637,0.015,3.472192810899616e-14,0.0
0.562,0.00794,0.0,0.012003305555193333,0.00021980050458145637,0.015,5.497764338878772e-14,0.0
0.562,0.01,0.0,0.012003305555193333,0.00021980050458145637,0.015,8.720574870214855e-14,0.0
0.562,0.0126,0.0,0.012003305555193333,0.00021980050458145637,0.015,1.3844784663953105e-13,0.0
0.562,0.0158,0.0,0.012003305555193333,0.00021980050458145637,0.015,2.1770043106004373e-13,0.0
0.562,0.02,0.0,0.012003305555193333,0.00021980050458145637,0.015,3.488229948085942e-13,0.0
0.562,0.0251,0.0,0.012003305555193333,0.00021980050458145637,0.015,5.494049373984062e-13,0.0
0.562,0.0316,0.0,0.012003305555193333,0.00021980050458145637,0.015,8.708017242401749e-13,0.0
0.562,0.0398,0.0,0.012003305555193333,0.00021980050458145637,0.015,1.381373941741514e-12,0.0
0.562,0.0501,0.0,0.012003305555193333,0.00021980050458145637,0.015,2.1888730129987987e-12,0.0
0.562,0.0631,0.0,0.012003305555193333,0.00021980050458145637,0.015,3.4721928108996167e-12,0.0
0.562,0.0794,0.0,0.012003305555193333,0.00021980050458145637,0.015,5.497764338878773e-12,0.0
0.562,0.1,0.0,0.012003305555193333,0.00021980050458145637,0.015,8.720574870214857e-12,0.0
0.562,0.126,0.0,0.012003305555193333,0.00021980050458145637,0.015,1.3844784663953106e-11,0.0
0.562,0.158,0.0,0.012003305555193333,0.00021980050458145637,0.015,2.177004310600437e-11,0.0
0.562,0.2,0.0,0.012003305555193333,0.00021980050458145637,0.015,3.488229948085943e-11,0.0
0.562,0.251,0.0,0.012003305555193333,0.00021980050458145637,0.015,5.494049373984061e-11,0.0
0.562,0.316,0.0,0.012003305555193333,0.00021980050458145637,0.015,8.708017242401748e-11,0.0
0.562,0.398,0.0,0.012003305555193333,0.00021980050458145637,0.015,1.3813739417415144e-10,0.0
0.562,0.501,0.0,0.012003305555193333,0.00021980050458145637,0.015,2.1888730129987987e-10,0.0
0.562,0.631,0.0,0.012003305555193333,0.00021980050458145637,0.015,3.4721928108996164e-10,0.0
0.562,0.794,0.0,0.012003305555193333,0.00021980050458145637,0.015,5.497764338878775e-10,0.0
0.562,1.0,0.0,0.012003305555193333,0.00021980050458145637,0.015,8.720574870214855e-10,0.0
1.0,3.16e-08,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.6281952783298434e-24,0.0
1.0,3.98e-08,0.0,0.011992268833131842,0.00021959840382955212,0.015,2.582845746560653e-24,0.0
1.0,5.01e-08,0.0,0.011992268833131842,0.00021959840382955212,0.015,4.0926798896017166e-24,0.0
1.0,6.31e-08,0.0,0.011992268833131842,0.00021959840382955212,0.015,6.492187351937679e-24,0.0
1.0,7.94e-08,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.027953171055473e-23,0.0
1.0,1e-07,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.6305432606251433e-23,0.0
1.0,1.26e-07,0.0,0.011992268833131842,0.00021959840382955212,0.015,2.588650480568478e-23,0.0
1.0,1.58e-07,0.0,0.011992268833131842,0.00021959840382955212,0.015,4.0704881958246095e-23,0.0
1.0,2e-07,0.0,0.011992268833131842,0.00021959840382955212,0.015,6.522173042500573e-23,0.0
1.0,2.51e-07,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.0272585596264468e-22,0.0
1.0,3.16e-07,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.6281952783298438e-22,0.0
1.0,3.98e-07,0.0,0.011992268833131842,0.00021959840382955212,0.015,2.5828457465606523e-22,0.0
1.0,5.01e-07,0.0,0.011992268833131842,0.00021959840382955212,0.015,4.0926798896017186e-22,0.0
1.0,6.31e-07,0.0,0.011992268833131842,0.00021959840382955212,0.015,6.492187351937678e-22,0.0
1.0,7.94e-07,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.0279531710554732e-21,0.0
1.0,1e-06,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.6305432606251439e-21,0.0
1.0,1.26e-06,0.0,0.011992268833131842,0.00021959840382955212,0.015,2.588650480568478e-21,0.0
1.0,1.58e-06,0.0,0.011992268833131842,0.00021959840382955212,0.015,4.070488195824609e-21,0.0
1.0,2e-06,0.0,0.011992268833131842,0.00021959840382955212,0.015,6.5221730425005756e-21,0.0
1.0,2.51e-06,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.0272585596264471e-20,0.0
1.0,3.16e-06,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.6281952783298435e-20,0.0
1.0,3.98e-06,0.0,0.011992268833131842,0.00021959840382955212,0.015,2.5828457465606527e-20,0.0
1.0,5.01e-06,0.0,0.011992268833131842,0.00021959840382955212,0.015,4.0926798896017174e-20,0.0
1.0,6.31e-06,0.0,0.011992268833131842,0.00021959840382955212,0.015,6.492187351937677e-20,0.0
1.0,7.94e-06,8.875802508503117e-06,0.011992268833131842,0.00021959840382955212,0.015,1.0279531710554731e-19,0.12772921175010643
1.0,1e-05,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.6305432606251438e-19,0.0
1.0,1.26e-05,0.0,0.011992268833131842,0.00021959840382955212,0.015,2.5886504805684784e-19,0.0
1.0,1.58e-05,2.4379681366744888e-05,0.011992268833131842,0.00021959840382955212,0.015,4.07048819582461e-19,0.35084123161931985
1.0,2e-05,3.32552714783678e-05,0.011992268833131842,0.00021959840382955212,0.015,6.522173042500575e-19,0.4785673868248422
1.0,2.51e-05,2.4395548648273358e-05,0.011992268833131842,0.00021959840382955212,0.015,1.0272585596264469e-18,0.3510695732662083
1.0,3.16e-05,8.454223603678661e-05,0.011992268833131842,0.00021959840382955212,0.015,1.628195278329844e-18,1.2166238667686782
1.0,3.98e-05,0.0001577426251229375,0.011992268833131842,0.00021959840382955212,0.015,2.5828457465606526e-18,2.270030360301844
1.0,5.01e-05,0.0002130769986565004,0.011992268833131842,0.00021959840382955212,0.015,4.092679889601717e-18,3.06633198005475
1.0,6.31e-05,0.00024001537922059072,0.011992268833131842,0.00021959840382955212,0.015,6.492187351937679e-18,3.453994742039292
1.0,7.94e-05,0.000557715983700137,0.011992268833131842,0.00021959840382955212,0.015,1.0279531710554732e-17,8.025936010879944
1.0,0.0001,0.0007573387851036594,0.011992268833131842,0.00021959840382955212,0.015,1.6305432606251435e-17,10.898652370464658
1.0,0.000126,0.001110918374948395,0.011992268833131842,0.00021959840382955212,0.015,2.5886504805684775e-17,15.986918164856533
1.0,0.000158,0.0017812801889996405,0.011992268833131842,0.00021959840382955212,0.015,4.070488195824609e-17,25.633909072338703
1.0,0.0002,0.002765315794168283,0.011992268833131842,0.00021959840382955212,0.015,6.522173042500574e-17,39.79489249460584
1.0,0.000251,0.0038220677657651286,0.011992268833131842,0.00021959840382955212,0.015,1.0272585596264466e-16,55.00231697460361
1.0,0.000316,0.0050898093186799685,0.011992268833131842,0.00021959840382955212,0.015,1.6281952783298436e-16,73.24603399078777
1.0,0.000398,0.005904526112084274,0.011992268833131842,0.00021959840382955212,0.015,2.5828457465606527e-16,84.97039736203365
1.0,0.000501,0.006451430173132892,0.011992268833131842,0.00021959840382955212,0.015,4.092679889601718e-16,92.84074199326554
1.0,0.000631,0.00641775237845115,0.011992268833131842,0.00021959840382955212,0.015,6.492187351937679e-16,92.35609419222898
1.0,0.000794,0.004351528666885668,0.011992268833131842,0.00021959840382955212,0.015,1.0279531710554731e-15,62.621641930047296
1.0,0.001,0.0018810842638586772,0.011992268833131842,0.00021959840382955212,0.015,1.6305432606251437e-15,27.070161827960604
1.0,0.00126,0.0007125707376675973,0.011992268833131842,0.00021959840382955212,0.015,2.5886504805684783e-15,10.254407818479471
1.0,0.00158,0.0001576032182820557,0.011992268833131842,0.00021959840382955212,0.015,4.070488195824609e-15,2.2680241951262055
1.0,0.002,2.4379681366744888e-05,0.011992268833131842,0.00021959840382955212,0.015,6.522173042500575e-15,0.35084123161931985
1.0,0.00251,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.0272585596264467e-14,0.0
1.0,0.00316,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.6281952783298435e-14,0.0
1.0,0.00398,0.0,0.011992268833131842,0.00021959840382955212,0.015,2.5828457465606528e-14,0.0
1.0,0.00501,0.0,0.011992268833131842,0.00021959840382955212,0.015,4.092679889601717e-14,0.0
1.0,0.00631,0.0,0.011992268833131842,0.00021959840382955212,0.015,6.492187351937677e-14,0.0
1.0,0.00794,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.0279531710554731e-13,0.0
1.0,0.01,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.6305432606251435e-13,0.0
1.0,0.0126,0.0,0.011992268833131842,0.00021959840382955212,0.015,2.5886504805684784e-13,0.0
1.0,0.0158,0.0,0.011992268833131842,0.00021959840382955212,0.015,4.0704881958246095e-13,0.0
1.0,0.02,0.0,0.011992268833131842,0.00021959840382955212,0.015,6.522173042500574e-13,0.0
1.0,0.0251,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.0272585596264468e-12,0.0
1.0,0.0316,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.6281952783298438e-12,0.0
1.0,0.0398,0.0,0.011992268833131842,0.00021959840382955212,0.015,2.5828457465606533e-12,0.0
1.0,0.0501,0.0,0.011992268833131842,0.00021959840382955212,0.015,4.092679889601717e-12,0.0
1.0,0.0631,0.0,0.011992268833131842,0.00021959840382955212,0.015,6.492187351937678e-12,0.0
1.0,0.0794,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.0279531710554731e-11,0.0
1.0,0.1,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.6305432606251437e-11,0.0
1.0,0.126,0.0,0.011992268833131842,0.00021959840382955212,0.015,2.5886504805684785e-11,0.0
1.0,0.158,0.0,0.011992268833131842,0.00021959840382955212,0.015,4.070488195824609e-11,0.0
1.0,0.2,0.0,0.011992268833131842,0.00021959840382955212,0.015,6.522173042500575e-11,0.0
1.0,0.251,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.0272585596264467e-10,0.0
1.0,0.316,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.6281952783298435e-10,0.0
1.0,0.398,0.0,0.011992268833131842,0.00021959840382955212,0.015,2.582845746560653e-10,0.0
1.0,0.501,0.0,0.011992268833131842,0.00021959840382955212,0.015,4.0926798896017164e-10,0.0
1.0,0.631,0.0,0.011992268833131842,0.00021959840382955212,0.015,6.492187351937677e-10,0.0
1.0,0.794,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.0279531710554732e-09,0.0
1.0,1.0,0.0,0.011992268833131842,0.00021959840382955212,0.015,1.6305432606251437e-09,0.0
1.78,3.16e-08,0.0,0.011957312892495351,0.00021895830237127542,0.015,2.941068776159828e-24,0.0
1.78,3.98e-08,0.0,0.011957312892495351,0.00021895830237127542,0.015,4.665488888187204e-24,0.0
1.78,5.01e-08,0.0,0.011957312892495351,0.00021895830237127542,0.015,7.392757609807053e-24,0.0
1.78,6.31e-08,0.0,0.011957312892495351,0.00021895830237127542,0.015,1.1727075839053972e-23,0.0
1.78,7.94e-08,0.0,0.011957312892495351,0.00021895830237127542,0.015,1.8568294694030378e-23,0.0
1.78,1e-07,0.0,0.011957312892495351,0.00021895830237127542,0.015,2.945310022592361e-23,0.0
1.78,1.26e-07,0.0,0.011957312892495351,0.00021895830237127542,0.015,4.675974191867632e-23,0.0
1.78,1.58e-07,0.0,0.011957312892495351,0.00021895830237127542,0.015,7.352671940399572e-23,0.0
1.78,2e-07,0.0,0.011957312892495351,0.00021895830237127542,0.015,1.1781240090369445e-22,0.0
1.78,2.51e-07,0.0,0.011957312892495351,0.00021895830237127542,0.015,1.8555747673334136e-22,0.0
1.78,3.16e-07,0.0,0.011957312892495351,0.00021895830237127542,0.015,2.9410687761598286e-22,0.0
1.78,3.98e-07,0.0,0.011957312892495351,0.00021895830237127542,0.015,4.665488888187204e-22,0.0
1.78,5.01e-07,0.0,0.011957312892495351,0.00021895830237127542,0.015,7.3927576098070555e-22,0.0
1.78,6.31e-07,0.0,0.011957312892495351,0.00021895830237127542,0.015,1.172707583905397e-21,0.0
1.78,7.94e-07,0.0,0.011957312892495351,0.00021895830237127542,0.015,1.8568294694030384e-21,0.0
1.78,1e-06,0.0,0.011957312892495351,0.00021895830237127542,0.015,2.9453100225923615e-21,0.0
1.78,1.26e-06,0.0,0.011957312892495351,0.00021895830237127542,0.015,4.675974191867633e-21,0.0
1.78,1.58e-06,0.0,0.011957312892495351,0.00021895830237127542,0.015,7.35267194039957e-21,0.0
1.78,2e-06,0.0,0.011957312892495351,0.00021895830237127542,0.015,1.1781240090369446e-20,0.0
1.78,2.51e-06,0.0,0.011957312892495351,0.00021895830237127542,0.015,1.8555747673334138e-20,0.0
1.78,3.16e-06,1.5636073585820595e-08,0.011957312892495351,0.00021895830237127542,0.015,2.941068776159828e-20,0.00022435850913088634
1.78,3.98e-06,0.0,0.011957312892495351,0.00021895830237127542,0.015,4.665488888187204e-20,0.0
1.78,5.01e-06,1.5845373765577432e-08,0.011957312892495351,0.00021895830237127542,0.015,7.392757609807055e-20,0.00022736171041625597
1.78,6.31e-06,6.108059184305377e-08,0.011957312892495351,0.00021895830237127542,0.015,1.172707583905397e-19,0.000876431697991432
1.78,7.94e-06,8.885191462149702e-06,0.011957312892495351,0.00021895830237127542,0.015,1.856829469403038e-19,0.1274916173071827
1.78,1e-05,8.885400762329459e-06,0.011957312892495351,0.00021895830237127542,0.015,2.945310022592362e-19,0.12749462050846808
1.78,1.26e-05,7.311427561726429e-05,0.011957312892495351,0.00021895830237127542,0.015,4.675974191867634e-19,1.0491003245565274
1.78,1.58e-05,9.318444379584385e-05,0.011957312892495351,0.00021895830237127542,0.015,7.352671940399572e-19,1.3370826614160627
1.78,2e-05,0.00010226935030782757,0.011957312892495351,0.00021895830237127542,0.015,1.1781240090369447e-18,1.467439945131492
1.78,2.51e-05,0.00014448724720277133,0.011957312892495351,0.00021895830237127542,0.015,1.8555747673334134e-18,2.073215068534633
1.78,3.16e-05,0.00024458001854214557,0.011957312892495351,0.00021895830237127542,0.015,2.941068776159829e-18,3.5094237707528992
1.78,3.98e-05,0.0003642522217223154,0.011957312892495351,0.00021895830237127542,0.015,4.665488888187204e-18,5.226573344304381
1.78,5.01e-05,0.0008060644442238127,0.011957312892495351,0.00021895830237127542,0.015,7.392757609807053e-18,11.566037725319395
1.78,6.31e-05,0.0011461278546153631,0.011957312892495351,0.00021895830237127542,0.015,1.1727075839053973e-17,16.445531246928383
1.78,7.94e-05,0.0019434044500074989,0.011957312892495351,0.00021895830237127542,0.015,1.8568294694030383e-17,27.885474102489002
1.78,0.0001,0.0025220374352134863,0.011957312892495351,0.00021895830237127542,0.015,2.945310022592361e-17,36.188148887320956
1.78,0.000126,0.003286960901557454,0.011957312892495351,0.00021895830237127542,0.015,4.6759741918676324e-17,47.163863958385306
